HALSTEAD_LEVEL,PARAMETER_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,NUM_UNIQUE_OPERATORS,LOC_EXECUTABLE,NODE_COUNT,ESSENTIAL_COMPLEXITY,DESIGN_COMPLEXITY,BRANCH_COUNT,CALL_PAIRS,NORMALIZED_CYLOMATIC_COMPLEXITY,MODIFIED_CONDITION_COUNT,DECISION_COUNT,MAINTENANCE_SEVERITY,MULTIPLE_CONDITION_COUNT,CONDITION_COUNT,DESIGN_DENSITY,LOC_COMMENTS,NUM_UNIQUE_OPERANDS,Defective
0.13,3,2,0.67,9,1,5,1,1,3,0,0.29,1,2,0.5,2,4,0.5,0,3,N
0.06,2,6,0.32,18,4,27,5,4,11,4,0.24,5,10,0.83,10,20,0.67,2,14,N
0.11,3,3,0.5,9,2,8,1,2,5,3,0.23,2,2,0.33,3,6,0.67,4,6,N
0.05,5,5,0.36,13,3,13,3,1,9,1,0.28,4,6,0.6,7,14,0.2,0,6,N
0.06,6,5,0.36,12,3,15,3,3,9,2,0.28,4,6,0.6,7,14,0.6,0,7,N
0.06,5,5,0.36,11,3,12,3,1,9,0,0.28,4,6,0.6,7,14,0.2,0,5,N
0.06,6,5,0.36,12,3,14,3,3,9,1,0.28,4,6,0.6,7,14,0.6,0,6,N
0.04,5,5,0.36,13,3,14,3,1,9,1,0.25,4,6,0.6,7,14,0.2,0,6,N
0.05,6,5,0.36,12,3,16,3,3,9,2,0.25,4,6,0.6,7,14,0.6,0,7,N
0.04,5,5,0.36,13,3,14,3,1,9,1,0.28,4,6,0.6,7,14,0.2,0,6,N
0.05,6,5,0.36,12,3,16,3,3,9,2,0.28,4,6,0.6,7,14,0.6,0,7,N
0.25,1,2,1.0,6,1,6,1,1,3,0,0.4,1,2,0.5,2,4,0.5,0,3,N
0.2,1,2,1.0,6,1,6,1,2,3,1,0.4,1,2,0.5,2,4,1.0,0,3,N
0.13,2,2,0.33,8,2,6,1,2,3,2,0.25,1,2,0.5,2,4,1.0,0,4,N
0.13,3,2,0.33,8,2,6,1,2,3,2,0.25,1,2,0.5,2,4,1.0,0,5,N
0.17,2,2,1.0,8,1,6,1,2,3,1,0.5,1,2,0.5,2,4,1.0,0,4,N
0.18,3,2,1.0,8,1,6,1,2,3,1,0.4,1,2,0.5,2,4,1.0,0,5,N
0.14,2,2,0.33,8,2,7,1,2,3,3,0.22,1,2,0.5,2,4,1.0,0,5,N
0.15,3,2,0.33,8,2,7,1,2,3,3,0.22,1,2,0.5,2,4,1.0,0,6,N
0.03,1,6,0.55,15,1,31,1,6,11,5,0.46,5,10,0.17,10,20,1.0,0,8,N
0.06,1,6,0.43,11,2,20,6,5,11,5,0.32,5,4,1.0,7,14,0.83,3,8,N
0.02,4,19,0.31,31,5,67,8,8,35,15,0.25,15,24,0.42,27,54,0.42,10,37,N
0.5,1,2,0.67,4,1,6,1,1,3,0,0.4,1,2,0.5,2,4,0.5,0,3,N
0.06,3,9,0.45,15,2,38,1,8,17,15,0.39,8,16,0.11,16,32,0.89,0,19,N
0.06,3,9,0.45,15,2,38,1,8,17,15,0.39,8,16,0.11,16,32,0.89,0,20,N
0.07,3,5,0.83,14,1,15,3,3,9,2,0.63,4,6,0.6,7,14,0.6,0,9,N
0.19,3,2,0.5,8,1,8,1,2,3,1,0.33,1,2,0.5,2,4,1.0,0,7,N
0.21,1,2,0.5,8,1,7,1,2,3,2,0.33,1,2,0.5,2,4,1.0,0,5,N
0.06,3,4,0.36,13,2,14,1,3,7,2,0.31,3,6,0.25,6,12,0.75,0,8,N
0.33,2,1,1.0,6,0,2,1,1,1,0,1.0,1,2,1.0,2,4,1.0,0,2,N
0.14,2,2,0.5,11,1,9,1,2,3,4,0.29,1,2,0.5,2,4,1.0,0,10,N
0.17,3,2,0.67,8,1,6,1,2,3,1,0.33,1,2,0.5,2,4,1.0,0,4,N
0.15,4,2,0.67,9,1,6,1,2,3,1,0.33,1,2,0.5,2,4,1.0,0,4,N
0.14,5,2,0.67,10,1,6,1,2,3,1,0.29,1,2,0.5,2,4,1.0,0,5,N
0.4,1,1,1.0,5,0,3,1,1,1,1,1.0,1,2,1.0,2,4,1.0,0,2,N
0.13,3,2,0.67,10,1,6,1,2,3,1,0.33,1,2,0.5,2,4,1.0,0,4,N
0.18,3,2,1.0,9,1,6,1,2,3,1,0.4,1,2,0.5,2,4,1.0,0,4,N
0.16,3,2,0.67,10,1,6,1,2,3,1,0.4,1,2,0.5,2,4,1.0,0,4,N
0.16,3,2,0.67,7,1,7,1,2,3,2,0.2,1,2,0.5,2,4,1.0,4,5,N
0.17,4,2,0.5,7,1,7,1,2,3,2,0.17,1,2,0.5,2,4,1.0,4,6,N
0.25,1,2,0.67,8,1,6,1,2,3,2,0.4,1,2,0.5,2,4,1.0,0,3,N
0.15,1,2,0.29,8,1,14,1,1,3,7,0.22,1,2,0.5,2,4,0.5,0,10,N
0.25,1,2,0.67,8,1,6,1,2,3,2,0.4,1,2,0.5,2,4,1.0,0,3,N
0.06,2,8,0.35,13,2,40,1,7,15,7,0.32,7,14,0.13,14,28,0.88,0,19,N
0.1,2,5,0.38,7,1,21,1,2,9,4,0.33,4,8,0.2,8,16,0.4,0,8,N
0.05,3,10,0.32,19,3,42,6,5,17,13,0.29,6,10,0.6,11,22,0.5,0,20,N
0.05,3,10,0.32,19,3,42,6,5,17,13,0.29,6,10,0.6,11,22,0.5,0,20,N
0.1,2,2,0.5,10,1,6,1,1,3,1,0.33,1,2,0.5,2,4,0.5,0,5,N
0.12,0,3,0.38,8,1,11,1,3,5,2,0.3,2,4,0.33,4,8,1.0,0,11,N
0.04,1,5,0.17,16,6,31,1,5,9,11,0.16,4,8,0.2,8,16,1.0,0,16,N
0.19,0,2,0.29,7,2,5,1,1,3,0,0.22,1,2,0.5,2,4,0.5,0,6,N
0.08,0,3,0.43,13,1,12,1,2,5,3,0.33,2,4,0.33,4,8,0.67,0,7,N
0.09,0,3,0.5,13,1,13,1,1,5,4,0.38,2,4,0.33,4,8,0.33,0,10,N
0.1,2,2,0.33,13,1,12,1,2,3,5,0.25,1,2,0.5,2,4,1.0,0,8,N
0.09,0,3,0.5,13,1,12,1,1,5,3,0.38,2,4,0.33,4,8,0.33,0,9,N
0.04,2,7,0.27,17,4,22,1,2,13,4,0.25,6,10,0.14,11,22,0.29,0,15,N
0.07,1,4,0.2,12,3,16,1,2,7,4,0.18,3,6,0.25,6,12,0.5,0,13,N
0.06,1,4,0.2,14,3,16,1,2,7,4,0.18,3,6,0.25,6,12,0.5,0,13,N
0.09,2,3,0.6,11,1,12,1,1,5,2,0.43,2,4,0.33,4,8,0.33,0,6,N
0.05,2,6,0.3,15,4,23,1,2,11,3,0.27,5,10,0.17,10,20,0.33,0,11,N
0.09,2,2,0.25,10,2,8,1,2,3,2,0.2,1,2,0.5,2,4,1.0,0,6,N
0.02,2,27,0.34,22,12,85,18,16,53,8,0.33,26,34,0.67,43,86,0.59,0,22,N
0.05,2,5,0.33,15,1,20,1,1,9,4,0.29,4,8,0.2,8,16,0.2,0,12,N
0.19,1,2,0.22,8,2,6,1,1,3,0,0.18,1,2,0.5,2,4,0.5,0,7,N
0.19,1,2,0.22,8,2,6,1,1,3,0,0.18,1,2,0.5,2,4,0.5,0,7,N
0.03,1,5,0.16,18,5,17,1,3,9,1,0.14,4,8,0.2,8,16,0.6,1,12,N
0.06,1,5,0.33,15,3,21,5,5,9,6,0.29,4,6,1.0,7,14,1.0,0,11,N
0.04,3,10,0.63,13,3,24,10,4,19,3,0.56,7,6,1.0,10,20,0.4,0,6,N
0.09,1,2,0.29,12,1,10,1,1,3,4,0.1,1,2,0.5,2,4,0.5,12,9,N
0.07,1,3,0.5,13,1,12,3,2,5,5,0.38,2,2,1.0,3,6,0.67,0,5,N
0.27,1,2,0.4,5,1,6,1,1,3,0,0.29,1,2,0.5,2,4,0.5,0,4,N
0.22,3,3,0.33,7,2,9,1,2,5,1,0.25,2,4,0.33,4,8,0.67,0,7,N
0.07,0,3,0.43,11,2,11,1,3,5,2,0.33,2,4,0.33,4,8,1.0,0,5,N
0.07,0,3,0.43,11,2,11,1,3,5,2,0.33,2,4,0.33,4,8,1.0,0,5,N
0.07,1,3,0.14,11,4,14,1,2,5,3,0.13,2,4,0.33,4,8,0.67,0,14,N
0.11,2,2,0.15,10,2,8,1,1,3,2,0.13,1,2,0.5,2,4,0.5,0,13,N
0.1,1,2,0.17,10,2,7,1,1,3,1,0.14,1,2,0.5,2,4,0.5,0,10,N
0.04,2,4,0.27,15,3,13,1,3,7,2,0.24,3,6,0.25,6,12,0.75,0,8,N
0.04,2,4,0.27,16,3,14,1,3,7,3,0.24,3,6,0.25,6,12,0.75,0,10,N
0.09,2,2,0.17,10,3,11,1,2,3,4,0.14,1,2,0.5,2,4,1.0,0,9,N
0.27,0,2,1.0,5,1,5,1,1,3,0,0.5,1,2,0.5,2,4,0.5,0,2,N
0.06,1,3,0.6,16,1,14,1,3,5,3,0.43,2,4,0.33,4,8,1.0,0,6,N
0.21,1,2,0.25,7,2,7,1,2,3,3,0.2,1,2,0.5,2,4,1.0,0,6,N
0.25,1,2,0.22,7,2,8,1,2,3,3,0.18,1,2,0.5,2,4,1.0,0,7,N
0.04,1,4,0.27,19,2,18,1,3,7,3,0.22,3,6,0.25,6,12,0.75,1,9,N
0.05,1,6,0.25,17,4,30,1,5,11,8,0.19,5,10,0.17,10,20,0.83,5,15,N
0.09,2,2,0.22,12,3,7,1,1,3,2,0.17,1,2,0.5,2,4,0.5,1,7,N
0.06,3,3,0.27,18,3,13,1,3,5,4,0.2,2,4,0.33,4,8,1.0,1,10,N
0.06,3,3,0.27,18,3,14,1,3,5,5,0.2,2,4,0.33,4,8,1.0,1,11,N
0.06,1,3,0.25,17,3,15,1,3,5,4,0.2,2,4,0.33,4,8,1.0,1,9,N
0.27,0,2,1.0,5,0,5,1,1,3,0,1.0,1,2,0.5,2,4,0.5,0,2,N
0.17,2,3,0.6,9,1,9,3,3,5,2,0.38,2,2,1.0,3,6,1.0,0,7,N
0.17,2,3,0.43,9,2,9,3,3,5,2,0.3,2,2,1.0,3,6,1.0,0,7,N
0.03,1,5,0.28,21,2,26,1,4,9,4,0.24,4,8,0.2,8,16,0.8,1,11,N
0.06,4,4,0.33,17,3,18,1,4,7,4,0.25,3,6,0.25,6,12,1.0,1,13,N
0.03,6,7,0.41,20,2,32,1,7,13,4,0.32,6,12,0.14,12,24,1.0,1,16,N
0.06,5,4,0.33,17,3,18,1,4,7,4,0.24,3,6,0.25,6,12,1.0,1,13,N
0.04,1,4,0.31,17,3,23,1,4,7,5,0.25,3,6,0.25,6,12,1.0,1,9,N
0.29,1,2,0.67,7,1,6,1,2,3,1,0.4,1,2,0.5,2,4,1.0,0,4,N
0.4,1,2,0.67,5,1,6,1,1,3,0,0.4,1,2,0.5,2,4,0.5,0,4,N
0.29,1,2,0.67,7,1,6,1,2,3,1,0.4,1,2,0.5,2,4,1.0,0,4,N
0.27,0,2,1.0,5,1,5,1,1,3,0,0.5,1,2,0.5,2,4,0.5,0,2,N
0.05,1,4,0.57,15,1,20,1,4,7,4,0.44,3,6,0.25,6,12,1.0,0,9,N
0.07,0,4,0.4,13,2,16,1,4,7,4,0.33,3,6,0.25,6,12,1.0,0,9,N
0.1,1,3,0.75,12,1,10,3,2,5,2,0.5,2,4,1.0,4,8,0.67,0,5,N
0.24,1,2,0.4,7,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,5,N
0.24,1,2,0.4,7,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,5,N
0.04,1,4,0.25,19,2,19,1,3,7,3,0.21,3,6,0.25,6,12,0.75,1,9,N
0.06,1,3,0.43,16,1,14,1,3,5,3,0.33,2,4,0.33,4,8,1.0,0,8,N
0.13,0,2,0.29,9,2,7,1,2,3,2,0.22,1,2,0.5,2,4,1.0,0,6,N
0.04,1,6,0.25,17,4,29,1,5,11,7,0.19,5,10,0.17,10,20,0.83,5,13,N
0.04,2,3,0.27,18,3,12,1,3,5,3,0.21,2,4,0.33,4,8,1.0,1,7,N
0.05,1,3,0.25,17,3,14,1,3,5,3,0.2,2,4,0.33,4,8,1.0,1,7,N
0.21,1,2,1.0,7,1,5,1,1,3,0,0.5,2,2,0.5,3,6,0.5,0,3,N
0.19,1,2,1.0,8,1,5,1,1,3,0,0.5,2,2,0.5,3,6,0.5,0,3,N
0.21,1,2,1.0,7,1,5,1,1,3,0,0.5,2,2,0.5,3,6,0.5,0,3,N
0.19,1,2,1.0,8,1,5,1,1,3,0,0.5,2,2,0.5,3,6,0.5,0,3,N
0.21,1,2,1.0,7,1,5,1,1,3,0,0.5,2,2,0.5,3,6,0.5,0,3,N
0.14,2,2,1.0,8,0,7,1,1,3,1,2.0,1,2,0.5,2,4,0.5,0,4,N
0.13,2,2,1.0,11,0,7,1,1,3,1,2.0,1,2,0.5,2,4,0.5,0,5,N
0.11,2,2,0.4,9,2,7,1,2,3,1,0.13,1,2,0.5,2,4,1.0,8,5,N
0.25,2,1,0.5,8,1,3,1,1,1,1,0.25,1,2,1.0,2,4,1.0,0,3,N
0.2,2,2,0.4,5,1,6,1,1,3,0,0.29,1,2,0.5,2,4,0.5,0,2,N
0.2,2,2,1.0,5,1,6,1,1,3,0,0.5,1,2,0.5,2,4,0.5,0,2,N
0.1,3,4,2.0,6,1,10,1,1,7,0,1.0,3,6,0.25,6,12,0.25,0,3,N
0.2,2,2,1.0,5,1,6,1,1,3,0,0.5,1,2,0.5,2,4,0.5,0,2,N
0.2,2,2,0.4,5,1,6,1,1,3,0,0.29,1,2,0.5,2,4,0.5,0,2,N
0.1,3,4,2.0,6,1,10,1,1,7,0,1.0,3,6,0.25,6,12,0.25,0,3,N
0.06,2,2,1.0,9,1,6,1,1,3,0,0.5,1,2,0.5,2,4,0.5,0,2,N
0.33,2,1,0.5,6,1,2,1,1,1,0,0.25,1,2,1.0,2,4,1.0,0,2,N
0.33,2,1,0.5,6,1,2,1,1,1,0,0.25,1,2,1.0,2,4,1.0,0,2,N
0.33,2,1,0.5,6,1,2,1,1,1,0,0.25,1,2,1.0,2,4,1.0,0,2,N
0.33,2,1,0.5,6,1,2,1,1,1,0,0.2,1,2,1.0,2,4,1.0,0,2,N
0.33,2,1,0.5,6,1,2,1,1,1,0,0.25,1,2,1.0,2,4,1.0,0,2,N
0.07,2,3,1.5,9,1,6,1,1,5,0,0.75,3,2,0.33,4,8,0.33,0,2,N
0.33,2,1,0.5,6,1,2,1,1,1,0,0.25,1,2,1.0,2,4,1.0,0,2,N
0.25,2,1,0.5,8,1,3,1,1,1,1,0.13,1,2,1.0,2,4,1.0,4,3,N
0.17,2,2,1.0,6,1,5,1,1,3,0,0.5,2,2,0.5,3,6,0.5,0,2,N
0.33,2,1,0.5,6,1,2,1,1,1,0,0.25,1,2,1.0,2,4,1.0,0,2,N
0.19,1,2,1.0,8,0,6,1,2,3,1,1.0,1,2,0.5,2,4,1.0,0,3,N
0.04,2,4,0.27,15,3,13,1,3,7,2,0.24,3,6,0.25,6,12,0.75,0,8,N
0.04,2,4,0.27,16,3,14,1,3,7,3,0.24,3,6,0.25,6,12,0.75,0,10,N
0.21,1,2,0.4,8,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,5,N
0.21,2,2,0.4,8,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,6,N
0.09,0,2,0.67,8,1,8,1,2,3,2,0.4,1,2,0.5,2,4,1.0,0,3,N
0.21,1,2,0.4,8,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,5,N
0.21,2,2,0.4,8,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,6,N
0.09,0,2,0.67,8,1,8,1,2,3,2,0.4,1,2,0.5,2,4,1.0,0,3,N
0.17,2,3,0.6,9,1,9,3,3,5,3,0.43,2,2,1.0,3,6,1.0,0,7,N
0.18,3,3,0.6,9,1,9,3,3,5,3,0.38,2,2,1.0,3,6,1.0,0,8,N
0.11,0,3,0.75,8,1,15,1,3,5,4,0.5,2,4,0.33,4,8,1.0,0,6,N
0.21,1,2,0.4,8,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,5,N
0.21,2,2,0.4,8,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,6,N
0.09,0,2,0.67,8,1,8,1,2,3,2,0.4,1,2,0.5,2,4,1.0,0,3,N
0.21,1,2,0.4,8,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,5,N
0.21,2,2,0.4,8,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,6,N
0.09,0,2,0.67,8,1,8,1,2,3,2,0.4,1,2,0.5,2,4,1.0,0,3,N
0.21,1,2,0.4,8,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,5,N
0.21,2,2,0.4,8,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,6,N
0.09,0,2,0.67,8,1,8,1,2,3,2,0.4,1,2,0.5,2,4,1.0,0,3,N
0.33,0,1,0.5,6,1,3,1,1,1,1,0.25,1,2,1.0,2,4,1.0,0,1,N
0.09,1,8,0.4,17,2,22,5,7,12,9,0.33,3,6,0.63,6,12,0.88,2,15,N
0.27,0,2,1.0,5,1,5,1,1,3,0,0.5,1,2,0.5,2,4,0.5,0,2,N
0.06,1,3,0.6,16,1,14,1,3,5,3,0.43,2,4,0.33,4,8,1.0,0,6,N
0.21,1,2,0.25,7,2,7,1,2,3,3,0.2,1,2,0.5,2,4,1.0,0,6,N
0.25,1,2,0.22,7,2,8,1,2,3,3,0.18,1,2,0.5,2,4,1.0,0,7,N
0.04,1,4,0.27,19,2,18,1,3,7,3,0.22,3,6,0.25,6,12,0.75,1,9,N
0.05,1,6,0.25,17,4,30,1,5,11,8,0.19,5,10,0.17,10,20,0.83,5,15,N
0.09,2,2,0.22,12,3,7,1,1,3,2,0.17,1,2,0.5,2,4,0.5,1,7,N
0.06,3,3,0.27,18,3,13,1,3,5,4,0.2,2,4,0.33,4,8,1.0,1,10,N
0.06,3,3,0.27,18,3,14,1,3,5,5,0.2,2,4,0.33,4,8,1.0,1,11,N
0.06,1,3,0.25,17,3,15,1,3,5,4,0.2,2,4,0.33,4,8,1.0,1,9,N
0.27,0,2,1.0,5,0,5,1,1,3,0,1.0,1,2,0.5,2,4,0.5,0,2,N
0.17,2,3,0.6,9,1,9,3,3,5,2,0.38,2,2,1.0,3,6,1.0,0,7,N
0.17,2,3,0.43,9,2,9,3,3,5,2,0.3,2,2,1.0,3,6,1.0,0,7,N
0.03,1,5,0.28,21,2,26,1,4,9,4,0.24,4,8,0.2,8,16,0.8,1,11,N
0.06,4,4,0.33,17,3,18,1,4,7,4,0.25,3,6,0.25,6,12,1.0,1,13,N
0.03,6,7,0.41,20,2,32,1,7,13,4,0.32,6,12,0.14,12,24,1.0,1,16,N
0.06,5,4,0.33,17,3,18,1,4,7,4,0.24,3,6,0.25,6,12,1.0,1,13,N
0.04,1,4,0.31,17,3,23,1,4,7,5,0.25,3,6,0.25,6,12,1.0,1,9,N
0.27,0,2,1.0,5,1,5,1,1,3,0,0.5,1,2,0.5,2,4,0.5,0,2,N
0.05,1,4,0.57,15,1,20,1,4,7,4,0.44,3,6,0.25,6,12,1.0,0,9,N
0.07,0,4,0.4,13,2,16,1,4,7,4,0.33,3,6,0.25,6,12,1.0,0,9,N
0.1,1,3,0.75,12,1,10,3,2,5,2,0.5,2,4,1.0,4,8,0.67,0,5,N
0.24,1,2,0.4,7,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,5,N
0.24,1,2,0.4,7,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,5,N
0.04,1,4,0.25,19,2,19,1,3,7,3,0.21,3,6,0.25,6,12,0.75,1,9,N
0.06,1,3,0.43,16,1,14,1,3,5,3,0.33,2,4,0.33,4,8,1.0,0,8,N
0.13,0,2,0.29,9,2,7,1,2,3,2,0.22,1,2,0.5,2,4,1.0,0,6,N
0.04,1,6,0.25,17,4,29,1,5,11,7,0.19,5,10,0.17,10,20,0.83,5,13,N
0.04,2,3,0.27,18,3,12,1,3,5,3,0.21,2,4,0.33,4,8,1.0,1,7,N
0.05,1,3,0.25,17,3,14,1,3,5,3,0.2,2,4,0.33,4,8,1.0,1,7,N
0.23,1,2,0.4,7,1,7,1,1,3,1,0.17,1,2,0.5,2,4,0.5,5,4,N
0.08,0,5,0.21,14,3,13,1,5,7,4,0.07,1,2,0.2,2,4,1.0,48,14,N
0.03,1,11,0.26,22,6,25,1,10,17,5,0.18,5,10,0.09,10,20,0.91,16,17,N
0.01,1,51,0.32,46,5,107,1,48,78,24,0.22,26,52,0.02,52,104,0.94,65,58,N
0.06,1,7,0.22,18,6,21,1,6,11,5,0.09,3,6,0.14,6,12,0.86,44,15,N
0.08,0,2,0.29,12,2,6,1,1,3,0,0.15,1,2,0.5,2,4,0.5,4,5,N
0.25,0,2,0.4,8,1,7,1,1,3,1,0.22,1,2,0.5,2,4,0.5,2,4,N
0.1,0,2,0.1,10,3,17,1,2,3,8,0.04,1,2,0.5,2,4,1.0,31,17,N
0.21,0,2,0.5,8,1,6,1,2,3,2,0.15,1,2,0.5,2,4,1.0,7,5,N
0.06,0,2,0.22,13,2,7,1,1,3,1,0.05,1,2,0.5,2,4,0.5,26,14,N
0.18,0,2,0.29,8,2,7,1,2,3,3,0.07,1,2,0.5,2,4,1.0,19,8,N
0.27,0,2,0.33,6,2,5,1,2,3,1,0.14,1,2,0.5,2,4,1.0,6,4,N
0.27,0,2,0.33,6,2,5,1,2,3,1,0.14,1,2,0.5,2,4,1.0,6,4,N
0.11,1,3,0.27,9,4,9,1,1,5,0,0.08,2,4,0.33,4,8,0.33,25,7,N
0.18,1,4,0.24,8,4,18,1,4,7,9,0.05,3,6,0.25,6,12,1.0,55,15,N
0.05,1,3,0.11,13,5,14,1,3,5,3,0.03,2,4,0.33,4,8,1.0,56,17,N
0.1,2,2,0.18,13,2,8,1,1,3,2,0.07,1,2,0.5,2,4,0.5,16,15,N
0.1,0,2,0.4,9,2,6,1,1,3,0,0.15,1,2,0.5,2,4,0.5,6,5,N
0.05,0,2,0.12,9,1,10,1,1,3,4,0.03,1,2,0.5,2,4,0.5,40,12,N
0.27,0,2,0.33,6,2,5,1,2,3,1,0.13,1,2,0.5,2,4,1.0,7,4,N
0.13,1,2,0.29,7,2,7,1,1,3,0,0.07,1,2,0.5,2,4,0.5,18,7,N
0.05,3,5,0.21,14,7,18,1,3,9,2,0.08,4,8,0.2,8,16,0.6,38,12,N
0.07,2,4,0.67,10,1,12,1,1,7,1,0.2,3,6,0.25,6,12,0.25,12,5,N
0.09,1,3,0.3,8,1,9,1,1,5,0,0.19,2,4,0.33,4,8,0.33,4,4,N
0.18,0,3,0.43,8,1,9,3,2,5,2,0.23,2,2,1.0,3,6,0.67,4,5,N
0.05,0,3,0.27,14,3,8,1,1,5,0,0.08,2,4,0.33,4,8,0.33,27,6,N
0.11,1,3,0.3,11,3,8,3,1,5,0,0.17,2,4,1.0,4,8,0.33,6,7,N
0.04,0,12,0.24,22,6,34,1,9,20,8,0.08,6,12,0.08,12,24,0.75,91,25,N
0.07,1,4,0.36,13,4,11,1,1,7,1,0.2,3,6,0.25,6,12,0.25,7,8,N
0.13,1,2,0.17,11,2,8,1,2,3,3,0.04,1,2,0.5,2,4,1.0,40,14,N
0.08,0,5,0.24,14,3,12,1,5,7,3,0.08,1,2,0.2,2,4,1.0,40,13,N
0.14,0,6,0.25,8,8,19,1,5,11,5,0.07,5,10,0.17,10,20,0.83,57,13,N
0.06,1,6,0.29,20,5,19,6,2,11,1,0.12,5,10,1.0,10,20,0.33,26,15,N
0.11,0,2,0.33,10,2,7,1,1,3,1,0.07,1,2,0.5,2,4,0.5,21,8,N
0.08,0,2,0.4,11,2,6,1,1,3,0,0.13,1,2,0.5,2,4,0.5,8,6,N
0.1,1,3,0.17,11,4,13,1,3,5,5,0.08,2,4,0.33,4,8,1.0,20,13,N
0.04,2,4,0.24,13,4,13,1,1,7,0,0.08,3,6,0.25,6,12,0.25,29,9,N
0.22,0,3,0.3,6,3,8,1,3,5,2,0.15,2,4,0.33,4,8,1.0,8,6,N
0.27,0,2,0.33,6,2,5,1,2,3,1,0.13,1,2,0.5,2,4,1.0,7,4,N
0.24,1,2,0.4,7,1,6,1,2,3,2,0.14,1,2,0.5,2,4,1.0,7,5,N
0.05,1,5,0.24,16,4,17,1,2,9,2,0.11,4,8,0.2,8,16,0.4,21,12,N
0.15,0,2,0.33,8,2,8,1,2,3,2,0.12,1,2,0.5,2,4,1.0,9,7,N
0.05,1,7,0.47,16,2,10,1,2,13,1,0.19,6,2,0.14,7,14,0.29,19,9,N
0.11,1,3,0.25,9,4,9,1,1,5,0,0.08,2,4,0.33,4,8,0.33,25,8,N
0.11,1,3,0.21,11,3,11,1,2,5,2,0.08,2,4,0.33,4,8,0.67,23,8,N
0.08,0,5,0.24,14,3,12,1,5,7,3,0.08,1,2,0.2,2,4,1.0,40,13,N
0.07,1,10,0.32,18,2,16,1,9,12,3,0.19,1,2,0.1,2,4,0.9,19,20,N
0.14,2,3,0.3,11,3,8,3,1,5,1,0.08,2,2,1.0,3,6,0.33,26,9,N
0.05,1,7,0.29,21,5,22,7,2,13,1,0.11,6,12,1.0,12,24,0.29,36,17,N
0.16,0,2,0.33,8,2,7,1,1,3,1,0.1,1,2,0.5,2,4,0.5,12,7,N
0.15,0,2,0.4,8,1,7,1,1,3,1,0.12,1,2,0.5,2,4,0.5,10,7,N
0.07,0,2,0.25,11,2,8,1,2,3,1,0.06,1,2,0.5,2,4,1.0,24,11,N
0.06,0,4,0.24,15,4,14,1,3,7,4,0.09,3,6,0.25,6,12,0.75,26,13,N
0.02,0,2,0.07,11,2,7,1,1,3,0,0.04,1,2,0.5,2,4,0.5,17,11,N
0.03,0,2,0.14,13,2,8,1,2,3,1,0.04,1,2,0.5,2,4,1.0,35,10,N
0.13,0,2,0.33,9,2,7,1,1,3,1,0.13,1,2,0.5,2,4,0.5,8,7,N
0.5,0,2,0.4,4,1,7,1,2,3,3,0.18,1,2,0.5,2,4,1.0,4,3,N
0.05,0,6,0.29,14,5,19,1,2,11,1,0.11,5,10,0.17,10,20,0.33,30,12,N
0.1,0,2,0.29,7,2,7,1,1,3,0,0.15,1,2,0.5,2,4,0.5,4,5,N
0.12,0,4,0.33,10,3,13,1,2,7,3,0.07,3,6,0.25,6,12,0.5,43,6,N
0.08,0,6,0.32,15,5,18,4,4,11,4,0.11,5,8,0.67,9,18,0.67,32,13,N
0.07,0,5,0.42,9,1,15,1,1,9,0,0.18,4,8,0.2,8,16,0.2,14,5,N
0.1,0,4,0.36,10,2,12,1,1,7,0,0.13,3,6,0.25,6,12,0.25,17,8,N
0.05,1,5,0.56,13,3,11,1,1,9,0,0.18,4,6,0.2,7,14,0.2,17,6,N
0.21,1,2,0.29,7,1,6,1,1,3,0,0.17,1,2,0.5,2,4,0.5,3,6,N
0.17,0,4,0.22,9,4,16,1,4,7,5,0.07,3,6,0.25,6,12,1.0,34,14,N
0.22,1,2,0.29,6,2,6,1,2,3,1,0.15,1,2,0.5,2,4,1.0,4,4,N
0.28,1,2,0.29,6,2,7,1,2,3,2,0.15,1,2,0.5,2,4,1.0,4,5,N
0.07,0,7,0.23,20,4,18,3,7,10,5,0.09,2,2,0.43,3,6,1.0,45,20,N
0.28,0,3,0.1,7,3,28,1,3,5,21,0.02,2,4,0.33,4,8,1.0,100,29,N
0.06,0,3,0.11,17,3,17,1,2,5,8,0.04,2,4,0.33,4,8,0.67,47,17,N
