BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,Defective
3,1,0,0,4,2,1.0,2,2.0,2,1.0,6,1,0,0,1,7.78,5.33,221.4,0.01,N
5,2,3,0,8,3,0.75,4,2.0,2,0.67,12,1,0,1,3,8.94,14.0,1751.37,0.04,N
5,1,4,0,6,3,0.6,2,3.0,2,0.67,8,3,1,1,1,7.99,7.88,495.4,0.02,N
9,2,6,0,12,5,0.71,4,3.0,4,0.8,16,5,1,1,1,7.87,15.0,1770.42,0.04,N
5,1,4,0,6,3,0.6,2,3.0,2,0.67,8,3,1,1,1,7.99,7.88,495.4,0.02,N
9,2,6,0,12,5,0.71,4,3.0,4,0.8,16,5,1,1,1,7.87,15.0,1770.42,0.04,N
5,0,9,0,8,3,0.3,4,2.0,1,0.33,10,3,1,1,2,17.11,7.7,1014.63,0.04,N
3,2,3,0,4,2,0.5,2,2.0,2,1.0,7,1,0,1,3,10.79,10.5,1189.65,0.04,N
3,5,4,0,4,2,0.4,2,2.0,2,1.0,10,1,0,1,2,17.18,8.56,1257.2,0.05,N
5,0,5,0,8,3,0.43,4,2.0,1,0.33,9,1,0,2,4,9.87,9.0,799.29,0.03,N
5,1,5,0,8,3,0.43,4,2.0,2,0.67,10,1,0,2,4,8.88,11.0,1074.39,0.03,N
3,2,3,0,4,2,0.5,2,2.0,2,1.0,7,1,0,1,3,10.79,10.5,1189.65,0.04,N
9,4,11,0,14,5,0.33,6,2.33,4,0.8,16,4,0,4,4,17.47,10.39,1885.8,0.06,N
5,0,4,0,8,3,0.5,4,2.0,1,0.33,9,1,0,2,4,8.93,7.88,553.68,0.02,N
29,20,31,22,46,15,0.42,18,2.56,14,0.93,77,10,0,5,6,39.5,33.6,44598.88,0.44,N
5,0,5,0,8,3,0.43,4,2.0,1,0.33,10,1,0,2,5,10.85,9.0,879.05,0.03,N
5,1,8,0,8,3,0.3,4,2.0,2,0.67,11,1,0,2,5,11.72,10.0,1172.07,0.04,N
5,1,4,0,8,3,0.5,4,2.0,2,0.67,10,1,0,2,4,8.93,7.88,553.68,0.02,N
3,2,1,0,4,2,1.0,2,2.0,2,1.0,6,1,0,1,1,9.0,3.33,100.0,0.01,N
7,4,5,1,12,4,0.67,6,2.0,4,1.0,16,1,0,1,2,14.41,10.83,1690.87,0.05,N
3,0,2,0,4,2,0.67,2,2.0,1,0.5,5,1,0,1,3,7.65,7.5,430.2,0.02,N
11,4,15,2,20,6,0.32,10,2.0,4,0.67,31,5,0,4,2,18.72,17.36,5641.07,0.11,N
5,3,4,4,6,3,0.5,2,3.0,2,0.67,9,1,0,2,3,12.15,9.0,984.54,0.04,N
9,1,11,0,14,5,0.36,6,2.33,1,0.2,16,3,0,3,5,11.3,18.42,3833.4,0.07,N
9,2,11,0,14,5,0.36,6,2.33,3,0.6,18,3,0,3,6,13.82,16.29,3666.57,0.08,N
9,0,11,0,14,5,0.36,6,2.33,1,0.2,15,3,0,3,5,11.17,15.4,2648.8,0.06,N
9,1,11,0,14,5,0.36,6,2.33,3,0.6,17,3,0,3,6,12.25,16.0,3135.78,0.07,N
9,1,11,0,14,5,0.36,6,2.33,1,0.2,17,3,0,3,5,11.2,22.75,5798.42,0.08,N
9,2,11,0,14,5,0.36,6,2.33,3,0.6,19,3,0,3,6,13.79,19.71,5359.67,0.09,N
9,1,11,0,14,5,0.36,6,2.33,1,0.2,17,3,0,3,5,11.59,23.83,6580.75,0.09,N
9,2,11,0,14,5,0.36,6,2.33,3,0.6,19,3,0,3,6,14.25,20.57,6029.63,0.1,N
3,0,1,0,4,2,1.0,2,2.0,1,0.5,6,1,0,1,1,7.92,4.0,126.8,0.01,N
3,1,1,0,4,2,1.0,2,2.0,2,1.0,6,1,0,1,1,6.97,5.0,174.35,0.01,N
3,2,4,0,4,2,0.33,2,2.0,2,1.0,6,1,0,2,2,8.96,8.0,573.59,0.02,N
3,2,4,0,4,2,0.33,2,2.0,2,1.0,6,1,0,2,3,11.1,8.0,710.48,0.03,N
3,1,1,0,4,2,1.0,2,2.0,2,1.0,6,1,0,1,2,8.36,6.0,301.14,0.02,N
3,1,1,0,4,2,1.0,2,2.0,2,1.0,6,1,0,1,3,10.57,5.6,331.56,0.02,N
3,3,4,0,4,2,0.33,2,2.0,2,1.0,7,1,0,2,2,11.31,7.2,586.15,0.03,N
3,3,4,0,4,2,0.33,2,2.0,2,1.0,7,1,0,2,3,13.71,6.67,609.18,0.03,N
11,5,10,0,20,6,0.55,10,2.0,6,1.0,35,1,0,1,1,11.99,30.94,11475.71,0.12,N
11,5,12,3,14,6,0.43,4,3.5,5,0.83,24,6,1,2,1,15.45,16.5,4205.45,0.08,N
35,15,57,10,54,19,0.31,24,2.25,8,0.42,84,8,0,5,4,31.63,42.73,57745.67,0.45,N
3,0,2,0,4,2,0.67,2,2.0,1,0.5,6,1,0,1,1,12.63,2.0,50.53,0.01,N
17,15,18,0,32,9,0.45,16,2.0,8,0.89,45,1,0,2,3,27.87,16.97,8030.83,0.16,N
17,15,18,0,32,9,0.45,16,2.0,8,0.89,45,1,0,2,3,29.48,16.88,8396.0,0.17,N
9,2,5,0,14,5,0.83,6,2.33,3,0.6,18,3,0,1,3,13.16,14.78,2874.47,0.06,N
3,1,3,0,4,2,0.5,2,2.0,2,1.0,8,1,0,1,3,15.95,5.14,421.94,0.03,N
3,2,3,0,4,2,0.5,2,2.0,2,1.0,7,1,0,1,1,13.11,4.8,301.96,0.02,N
7,2,9,0,12,4,0.36,6,2.0,3,0.75,16,1,0,2,3,11.84,17.06,3447.42,0.07,N
1,0,0,0,4,1,1.0,2,2.0,1,1.0,1,1,0,0,2,8.0,3.0,72.0,0.01,N
3,4,3,0,4,2,0.5,2,2.0,2,1.0,9,1,0,1,2,18.43,7.15,942.15,0.04,N
3,1,2,0,4,2,0.67,2,2.0,2,1.0,6,1,0,1,3,9.56,6.0,344.16,0.02,N
3,1,2,0,4,2,0.67,2,2.0,2,1.0,6,1,0,1,4,9.87,6.75,449.6,0.02,N
3,1,2,0,4,2,0.67,2,2.0,2,1.0,6,1,0,1,5,12.28,7.0,601.66,0.03,N
1,1,0,0,4,1,1.0,2,2.0,1,1.0,2,1,0,0,1,7.86,2.5,49.13,0.01,N
3,1,2,0,4,2,0.67,2,2.0,2,1.0,6,1,0,1,3,9.65,7.5,542.55,0.02,N
3,1,1,0,4,2,1.0,2,2.0,2,1.0,6,1,0,1,3,9.21,5.63,291.41,0.02,N
3,1,2,0,4,2,0.67,2,2.0,2,1.0,6,1,0,1,3,9.75,6.25,380.74,0.02,N
3,2,2,4,4,2,0.67,2,2.0,2,1.0,7,1,0,1,3,10.81,6.3,429.12,0.02,N
3,2,3,4,4,2,0.5,2,2.0,2,1.0,7,1,0,1,4,13.32,5.83,453.3,0.03,N
3,2,2,0,4,2,0.67,2,2.0,2,1.0,6,1,0,1,1,10.38,4.0,166.05,0.01,N
3,7,6,0,4,2,0.29,2,2.0,1,0.5,14,1,0,1,1,25.76,6.8,1190.93,0.06,N
3,2,2,0,4,2,0.67,2,2.0,2,1.0,6,1,0,1,1,10.38,4.0,166.05,0.01,N
15,7,21,0,28,8,0.35,14,2.0,7,0.88,46,1,0,2,2,32.65,16.07,8441.45,0.18,N
9,4,12,0,16,5,0.38,8,2.0,2,0.4,24,1,0,1,2,18.67,9.63,1729.78,0.06,N
17,13,28,0,22,10,0.32,10,2.2,5,0.5,50,6,0,3,3,27.69,20.43,11551.11,0.19,N
17,13,28,0,22,10,0.32,10,2.2,5,0.5,50,6,0,3,3,27.69,20.43,11551.11,0.19,N
3,1,3,0,4,2,0.5,2,2.0,1,0.5,6,1,0,1,2,8.6,10.0,859.52,0.03,N
5,2,7,0,8,3,0.38,4,2.0,3,1.0,12,1,0,1,0,25.4,8.36,1776.41,0.07,N
9,11,23,0,16,5,0.17,8,2.0,5,1.0,34,1,0,6,1,21.63,24.5,12985.0,0.18,N
3,0,5,0,4,2,0.29,2,2.0,1,0.5,5,1,0,2,0,14.8,5.25,407.97,0.03,N
5,3,6,0,8,3,0.43,4,2.0,2,0.67,13,1,0,1,0,10.38,12.07,1512.98,0.04,N
5,4,5,0,8,3,0.5,4,2.0,1,0.33,14,1,0,1,0,15.08,11.7,2064.1,0.06,N
3,5,5,0,4,2,0.33,2,2.0,2,1.0,12,1,0,1,2,14.87,9.75,1413.23,0.05,N
5,3,5,0,8,3,0.5,4,2.0,1,0.33,13,1,0,1,0,13.12,11.56,1752.06,0.05,N
13,4,22,0,22,7,0.27,10,2.2,2,0.29,27,1,0,4,2,21.29,26.07,14467.0,0.19,N
7,4,17,0,12,4,0.2,6,2.0,2,0.5,18,1,0,3,1,24.02,14.31,4916.77,0.11,N
7,4,17,0,12,4,0.2,6,2.0,2,0.5,18,1,0,3,1,21.14,17.77,6674.76,0.13,N
5,2,4,0,8,3,0.6,4,2.0,1,0.33,13,1,0,1,2,10.78,11.0,1303.9,0.04,N
11,3,16,0,20,6,0.3,10,2.0,2,0.33,27,1,0,4,2,14.48,20.45,6057.16,0.1,N
3,2,6,0,4,2,0.25,2,2.0,2,1.0,8,1,0,2,2,10.29,11.67,1400.0,0.04,N
53,8,67,0,86,27,0.34,34,2.53,16,0.59,110,18,0,12,2,27.43,62.5,107141.35,0.57,N
9,4,14,0,16,5,0.33,8,2.0,1,0.2,23,1,0,1,2,15.91,20.63,6766.8,0.11,N
3,0,7,0,4,2,0.22,2,2.0,1,0.5,6,1,0,2,1,15.95,5.14,421.94,0.03,N
3,0,7,0,4,2,0.22,2,2.0,1,0.5,6,1,0,2,1,15.95,5.14,421.94,0.03,N
9,1,27,1,16,5,0.16,8,2.0,3,0.6,20,1,0,5,1,16.21,36.0,21021.12,0.19,N
9,6,12,0,14,5,0.33,6,2.33,5,1.0,24,5,1,3,1,17.23,16.36,4614.98,0.09,N
19,3,13,0,20,10,0.63,6,3.33,4,0.4,32,10,1,3,3,10.04,27.08,7363.07,0.09,N
3,4,6,12,4,2,0.29,2,2.0,1,0.5,10,1,0,1,1,14.0,10.67,1592.95,0.05,N
5,5,5,0,6,3,0.5,2,3.0,2,0.67,13,3,1,1,1,8.75,14.3,1788.9,0.04,N
3,0,4,0,4,2,0.4,2,2.0,1,0.5,6,1,0,1,1,10.99,3.75,154.53,0.01,N
5,1,7,0,8,3,0.33,4,2.0,2,0.67,10,1,0,2,3,19.46,4.5,394.06,0.03,N
5,2,5,0,8,3,0.43,4,2.0,3,1.0,12,1,0,2,0,7.83,14.3,1601.6,0.04,N
5,2,5,0,8,3,0.43,4,2.0,3,1.0,12,1,0,2,0,7.83,14.3,1601.6,0.04,N
5,3,18,0,8,3,0.14,4,2.0,2,0.67,15,1,0,4,1,25.33,13.75,4788.98,0.12,N
3,2,11,0,4,2,0.15,2,2.0,1,0.5,8,1,0,2,2,24.99,9.23,2129.55,0.08,N
3,1,10,0,4,2,0.17,2,2.0,1,0.5,7,1,0,2,1,19.76,10.5,2178.25,0.07,N
7,2,12,0,12,4,0.27,6,2.0,3,0.75,15,1,0,3,2,10.48,27.19,7748.01,0.09,N
7,3,12,0,12,4,0.27,6,2.0,3,0.75,16,1,0,3,2,13.08,24.8,8043.39,0.11,N
3,4,9,0,4,2,0.17,2,2.0,2,1.0,11,1,0,3,2,18.73,11.11,2312.76,0.07,N
3,0,1,0,4,2,1.0,2,2.0,1,0.5,5,1,0,1,0,5.99,3.75,84.22,0.01,N
5,3,4,0,8,3,0.6,4,2.0,3,1.0,15,1,0,1,1,10.03,17.33,3014.58,0.06,N
3,3,6,0,4,2,0.25,2,2.0,2,1.0,7,1,0,2,1,16.65,4.67,362.64,0.03,N
3,3,7,0,4,2,0.22,2,2.0,2,1.0,8,1,0,2,1,19.99,4.0,319.82,0.03,N
7,3,13,1,12,4,0.27,6,2.0,3,0.75,20,1,0,2,1,11.84,26.39,8245.95,0.1,N
11,8,20,5,20,6,0.25,10,2.0,5,0.83,34,1,0,4,1,20.14,22.1,9834.5,0.15,N
3,2,6,1,4,2,0.22,2,2.0,1,0.5,7,1,0,3,2,11.06,11.14,1372.69,0.04,N
5,4,8,1,8,3,0.27,4,2.0,3,1.0,14,1,0,3,3,13.21,17.1,3863.67,0.08,N
5,5,8,1,8,3,0.27,4,2.0,3,1.0,15,1,0,3,3,14.42,17.18,4256.92,0.08,N
5,4,9,1,8,3,0.25,4,2.0,3,1.0,16,1,0,3,1,13.36,17.94,4301.69,0.08,N
3,0,0,0,4,2,1.0,2,2.0,1,0.5,5,1,0,0,0,5.99,3.75,84.22,0.01,N
5,2,4,0,6,3,0.6,2,3.0,3,1.0,10,3,1,1,2,15.9,5.79,532.29,0.03,N
5,2,5,0,6,3,0.43,2,3.0,3,1.0,10,3,1,2,2,16.59,5.79,555.43,0.03,N
9,4,16,1,16,5,0.28,8,2.0,4,0.8,29,1,0,2,1,13.97,34.36,16494.55,0.16,N
7,4,9,1,12,4,0.33,6,2.0,4,1.0,20,1,0,3,4,18.47,17.0,5338.7,0.1,N
13,4,15,1,24,7,0.41,12,2.0,7,1.0,37,1,0,2,6,20.11,31.88,20434.13,0.21,N
7,4,9,1,12,4,0.33,6,2.0,4,1.0,20,1,0,3,5,18.18,17.0,5255.28,0.1,N
7,5,10,1,12,4,0.31,6,2.0,4,1.0,25,1,0,3,1,14.36,24.56,8656.64,0.12,N
3,1,2,0,4,2,0.67,2,2.0,2,1.0,6,1,0,1,1,14.83,3.5,181.62,0.02,N
3,0,2,0,4,2,0.67,2,2.0,1,0.5,6,1,0,1,1,13.95,2.5,87.17,0.01,N
3,1,2,0,4,2,0.67,2,2.0,2,1.0,6,1,0,1,1,14.83,3.5,181.62,0.02,N
3,0,1,0,4,2,1.0,2,2.0,1,0.5,5,1,0,1,0,5.99,3.75,84.22,0.01,N
7,4,6,0,12,4,0.57,6,2.0,4,1.0,22,1,0,1,1,12.38,20.0,4951.76,0.08,N
7,4,8,0,12,4,0.4,6,2.0,4,1.0,18,1,0,2,0,14.11,15.17,3246.47,0.07,N
5,2,3,0,8,3,0.75,4,2.0,2,0.67,11,3,1,1,1,9.79,9.6,902.51,0.03,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,13.66,4.2,240.91,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,13.66,4.2,240.91,0.02,N
7,3,14,1,12,4,0.25,6,2.0,3,0.75,21,1,0,2,1,11.91,27.44,8971.59,0.11,N
5,3,6,0,8,3,0.43,4,2.0,3,1.0,15,1,0,1,1,13.75,16.0,3521.25,0.07,N
3,2,5,0,4,2,0.29,2,2.0,2,1.0,7,1,0,2,0,13.02,7.5,732.54,0.03,N
11,7,20,5,20,6,0.25,10,2.0,5,0.83,33,1,0,4,1,17.24,24.19,10090.27,0.14,N
5,3,8,1,8,3,0.27,4,2.0,3,1.0,13,1,0,3,2,8.83,23.14,4728.77,0.07,N
5,3,9,1,8,3,0.25,4,2.0,3,1.0,15,1,0,3,1,10.22,20.64,4353.75,0.07,N
3,0,1,0,6,2,1.0,2,3.0,1,0.5,5,1,0,1,1,8.54,4.67,186.03,0.01,N
3,0,1,0,6,2,1.0,2,3.0,1,0.5,5,1,0,1,1,9.08,5.33,258.3,0.02,N
3,0,1,0,6,2,1.0,2,3.0,1,0.5,5,1,0,1,1,8.54,4.67,186.03,0.01,N
3,0,1,0,6,2,1.0,2,3.0,1,0.5,5,1,0,1,1,9.08,5.33,258.3,0.02,N
3,0,1,0,6,2,1.0,2,3.0,1,0.5,5,1,0,1,1,9.97,4.67,217.03,0.02,N
3,1,0,0,4,2,1.0,2,2.0,1,0.5,7,1,0,0,2,8.18,7.0,401.52,0.02,N
3,1,0,0,4,2,1.0,2,2.0,1,0.5,7,1,0,0,2,9.87,7.7,585.2,0.03,N
3,1,3,8,4,2,0.4,2,2.0,2,1.0,7,1,0,2,2,9.73,9.0,788.12,0.03,N
1,1,1,0,4,1,0.5,2,2.0,1,1.0,2,1,0,1,2,11.24,4.0,179.89,0.01,N
3,0,4,0,4,2,0.4,2,2.0,1,0.5,6,1,0,1,2,6.18,5.0,154.4,0.01,N
3,0,1,0,4,2,1.0,2,2.0,1,0.5,6,1,0,1,2,5.05,5.0,126.33,0.01,N
7,0,1,0,12,4,2.0,6,2.0,1,0.25,12,1,0,1,3,6.66,10.0,665.68,0.02,N
3,0,1,0,4,2,1.0,2,2.0,1,0.5,6,1,0,1,2,5.05,5.0,126.33,0.01,N
3,0,4,0,4,2,0.4,2,2.0,1,0.5,6,1,0,1,2,6.18,5.0,154.4,0.01,N
7,0,1,0,12,4,2.0,6,2.0,1,0.25,12,1,0,1,3,6.66,10.0,665.68,0.02,N
3,0,1,0,4,2,1.0,2,2.0,1,0.5,6,1,0,1,2,3.95,15.75,980.75,0.02,N
1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,N
1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,N
1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,N
1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,N
1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,N
5,0,1,0,8,3,1.5,2,4.0,1,0.33,7,1,0,1,2,5.89,13.5,1074.15,0.03,N
1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,N
1,1,1,4,4,1,0.5,2,2.0,1,1.0,2,1,0,1,2,11.24,4.0,179.89,0.01,N
3,0,1,0,6,2,1.0,2,3.0,1,0.5,5,1,0,1,2,7.0,6.0,252.0,0.01,N
1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,N
3,1,0,0,4,2,1.0,2,2.0,2,1.0,6,1,0,0,1,7.78,5.33,221.4,0.01,N
7,2,12,0,12,4,0.27,6,2.0,3,0.75,15,1,0,3,2,10.48,27.19,7748.01,0.09,N
7,3,12,0,12,4,0.27,6,2.0,3,0.75,16,1,0,3,2,13.08,24.8,8043.39,0.11,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,12.33,4.8,284.19,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,2,13.87,4.67,302.05,0.02,N
3,2,2,0,4,2,0.67,2,2.0,2,1.0,8,1,0,1,0,6.16,10.67,701.11,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,12.33,4.8,284.19,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,2,13.87,4.67,302.05,0.02,N
3,2,2,0,4,2,0.67,2,2.0,2,1.0,8,1,0,1,0,6.16,10.67,701.11,0.02,N
5,3,4,0,6,3,0.6,2,3.0,3,1.0,10,3,1,1,2,15.9,5.79,532.29,0.03,N
5,3,4,0,6,3,0.6,2,3.0,3,1.0,10,3,1,1,3,17.44,5.63,551.81,0.03,N
5,4,3,0,8,3,0.75,4,2.0,3,1.0,16,1,0,1,0,13.46,9.33,1172.67,0.04,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,12.33,4.8,284.19,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,2,13.87,4.67,302.05,0.02,N
3,2,2,0,4,2,0.67,2,2.0,2,1.0,8,1,0,1,0,6.16,10.67,701.11,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,12.33,4.8,284.19,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,2,13.87,4.67,302.05,0.02,N
3,2,2,0,4,2,0.67,2,2.0,2,1.0,8,1,0,1,0,6.16,10.67,701.11,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,12.33,4.8,284.19,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,2,13.87,4.67,302.05,0.02,N
3,2,2,0,4,2,0.67,2,2.0,2,1.0,8,1,0,1,0,6.16,10.67,701.11,0.02,N
1,1,1,0,4,1,0.5,2,2.0,1,1.0,2,1,0,1,0,6.55,3.0,58.95,0.01,N
12,9,18,2,12,8,0.4,6,2.0,7,0.88,28,5,0,2,1,27.79,11.33,3570.0,0.11,N
3,0,1,0,4,2,1.0,2,2.0,1,0.5,5,1,0,1,0,5.99,3.75,84.22,0.01,N
5,3,4,0,8,3,0.6,4,2.0,3,1.0,15,1,0,1,1,10.03,17.33,3014.58,0.06,N
3,3,6,0,4,2,0.25,2,2.0,2,1.0,7,1,0,2,1,16.65,4.67,362.64,0.03,N
3,3,7,0,4,2,0.22,2,2.0,2,1.0,8,1,0,2,1,19.99,4.0,319.82,0.03,N
7,3,13,1,12,4,0.27,6,2.0,3,0.75,20,1,0,2,1,11.84,26.39,8245.95,0.1,N
11,8,20,5,20,6,0.25,10,2.0,5,0.83,34,1,0,4,1,20.14,22.1,9834.5,0.15,N
3,2,6,1,4,2,0.22,2,2.0,1,0.5,7,1,0,3,2,11.06,11.14,1372.69,0.04,N
5,4,8,1,8,3,0.27,4,2.0,3,1.0,14,1,0,3,3,13.21,17.1,3863.67,0.08,N
5,5,8,1,8,3,0.27,4,2.0,3,1.0,15,1,0,3,3,14.42,17.18,4256.92,0.08,N
5,4,9,1,8,3,0.25,4,2.0,3,1.0,16,1,0,3,1,13.36,17.94,4301.69,0.08,N
3,0,0,0,4,2,1.0,2,2.0,1,0.5,5,1,0,0,0,5.99,3.75,84.22,0.01,N
5,2,4,0,6,3,0.6,2,3.0,3,1.0,10,3,1,1,2,15.9,5.79,532.29,0.03,N
5,2,5,0,6,3,0.43,2,3.0,3,1.0,10,3,1,2,2,16.59,5.79,555.43,0.03,N
9,4,16,1,16,5,0.28,8,2.0,4,0.8,29,1,0,2,1,13.97,34.36,16494.55,0.16,N
7,4,9,1,12,4,0.33,6,2.0,4,1.0,20,1,0,3,4,18.47,17.0,5338.7,0.1,N
13,4,15,1,24,7,0.41,12,2.0,7,1.0,37,1,0,2,6,20.11,31.88,20434.13,0.21,N
7,4,9,1,12,4,0.33,6,2.0,4,1.0,20,1,0,3,5,18.18,17.0,5255.28,0.1,N
7,5,10,1,12,4,0.31,6,2.0,4,1.0,25,1,0,3,1,14.36,24.56,8656.64,0.12,N
3,0,1,0,4,2,1.0,2,2.0,1,0.5,5,1,0,1,0,5.99,3.75,84.22,0.01,N
7,4,6,0,12,4,0.57,6,2.0,4,1.0,22,1,0,1,1,12.38,20.0,4951.76,0.08,N
7,4,8,0,12,4,0.4,6,2.0,4,1.0,18,1,0,2,0,14.11,15.17,3246.47,0.07,N
5,2,3,0,8,3,0.75,4,2.0,2,0.67,11,3,1,1,1,9.79,9.6,902.51,0.03,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,13.66,4.2,240.91,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,13.66,4.2,240.91,0.02,N
7,3,14,1,12,4,0.25,6,2.0,3,0.75,21,1,0,2,1,11.91,27.44,8971.59,0.11,N
5,3,6,0,8,3,0.43,4,2.0,3,1.0,15,1,0,1,1,13.75,16.0,3521.25,0.07,N
3,2,5,0,4,2,0.29,2,2.0,2,1.0,7,1,0,2,0,13.02,7.5,732.54,0.03,N
11,7,20,5,20,6,0.25,10,2.0,5,0.83,33,1,0,4,1,17.24,24.19,10090.27,0.14,N
5,3,8,1,8,3,0.27,4,2.0,3,1.0,13,1,0,3,2,8.83,23.14,4728.77,0.07,N
5,3,9,1,8,3,0.25,4,2.0,3,1.0,15,1,0,3,1,10.22,20.64,4353.75,0.07,N
3,1,4,5,4,2,0.4,2,2.0,1,0.5,7,1,0,1,1,11.86,4.38,227.03,0.02,N
7,4,21,48,4,5,0.21,2,2.0,5,1.0,16,1,0,3,0,26.15,12.5,4086.25,0.11,N
17,5,36,16,20,11,0.26,10,2.0,10,0.91,34,1,0,6,1,28.41,29.76,25170.95,0.28,N
78,24,155,65,104,51,0.32,52,2.0,48,0.94,156,1,0,5,1,56.51,82.88,388174.15,1.56,N
11,5,26,44,12,7,0.22,6,2.0,6,0.86,26,1,0,6,1,25.22,17.4,7636.2,0.15,N
3,0,5,4,4,2,0.29,2,2.0,1,0.5,6,1,0,2,0,8.52,12.0,1226.24,0.03,N
3,1,4,2,4,2,0.4,2,2.0,1,0.5,7,1,0,1,0,13.44,4.0,215.1,0.02,N
3,8,17,31,4,2,0.1,2,2.0,2,1.0,17,1,0,3,0,64.18,9.71,6045.7,0.21,N
3,2,3,7,4,2,0.5,2,2.0,2,1.0,6,1,0,1,0,13.11,4.8,301.96,0.02,N
3,1,7,26,4,2,0.22,2,2.0,1,0.5,7,1,0,2,0,22.53,16.25,5949.55,0.12,N
3,3,5,19,4,2,0.29,2,2.0,2,1.0,7,1,0,2,0,19.64,5.5,594.0,0.04,N
3,1,4,6,4,2,0.33,2,2.0,2,1.0,5,1,0,2,0,12.4,3.75,174.4,0.02,N
3,1,4,6,4,2,0.33,2,2.0,2,1.0,5,1,0,2,0,12.4,3.75,174.4,0.02,N
5,0,7,25,8,3,0.27,4,2.0,1,0.33,10,1,0,4,1,16.0,9.0,1296.0,0.05,N
7,9,13,55,12,4,0.24,6,2.0,4,1.0,20,1,0,4,1,42.0,5.6,1317.26,0.08,N
5,3,23,56,8,3,0.11,4,2.0,3,1.0,15,1,0,5,1,29.77,19.12,10881.75,0.19,N
3,2,9,16,4,2,0.18,2,2.0,1,0.5,8,1,0,2,2,24.04,10.4,2599.82,0.08,N
3,0,3,6,4,2,0.4,2,2.0,1,0.5,6,1,0,2,0,10.0,9.9,980.01,0.03,N
3,4,16,40,4,2,0.12,2,2.0,1,0.5,10,1,0,1,0,26.21,22.13,12827.76,0.19,N
3,1,4,7,4,2,0.33,2,2.0,2,1.0,5,1,0,2,0,12.4,3.75,174.4,0.02,N
3,0,5,18,4,2,0.29,2,2.0,1,0.5,7,1,0,2,1,16.75,7.5,942.32,0.04,N
9,2,17,38,16,5,0.21,8,2.0,3,0.6,21,1,0,7,3,17.27,20.42,7197.55,0.12,N
7,1,5,12,12,4,0.67,6,2.0,1,0.25,14,1,0,1,2,10.68,15.0,2402.74,0.05,N
5,0,9,4,8,3,0.3,4,2.0,1,0.33,10,1,0,1,1,8.15,11.0,985.86,0.03,N
5,2,6,4,6,3,0.43,2,3.0,2,0.67,10,3,1,1,0,13.22,5.6,414.45,0.02,N
5,0,8,27,8,3,0.27,4,2.0,1,0.33,9,1,0,3,0,9.03,18.67,3146.36,0.06,N
5,0,7,6,8,3,0.3,4,2.0,1,0.33,9,3,1,3,1,12.38,9.43,1100.86,0.04,N
20,8,44,91,24,12,0.24,12,2.0,9,0.75,44,1,0,6,0,35.3,23.76,19928.53,0.28,N
7,1,7,7,12,4,0.36,6,2.0,1,0.25,13,1,0,4,1,14.31,13.81,2730.1,0.07,N
3,3,10,40,4,2,0.17,2,2.0,2,1.0,8,1,0,2,1,33.1,7.86,2043.3,0.09,N
