HALSTEAD_EFFORT,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,HALSTEAD_LENGTH,NUM_OPERATORS,NUM_OPERANDS,NUMBER_OF_LINES,LOC_CODE_AND_COMMENT,EDGE_COUNT,HALSTEAD_CONTENT,LOC_COMMENTS,NUM_UNIQUE_OPERANDS,NODE_COUNT,CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,BRANCH_COUNT,DECISION_COUNT,HALSTEAD_DIFFICULTY,MODIFIED_CONDITION_COUNT,CALL_PAIRS,Defective
100.0,5.56,30.0,10,6,4,4,1,6,9.0,0,3,6,4,2,3,2,3.33,1,2,N
1690.87,93.94,156.08,35,20,15,9,5,16,14.41,1,9,14,12,6,7,6,10.83,3,4,N
430.2,23.9,57.36,16,11,5,7,2,5,7.65,0,3,5,4,2,3,2,7.5,1,0,N
5641.07,313.39,325.0,65,38,27,25,15,31,18.72,2,14,27,20,10,11,10,17.36,5,4,N
984.54,54.7,109.39,28,16,12,13,4,9,12.15,4,6,8,6,3,5,2,9.0,2,3,N
3833.4,212.97,208.15,49,32,17,18,11,16,11.3,0,6,13,14,7,9,6,18.42,4,1,N
3666.57,203.7,225.14,53,34,19,18,11,18,13.82,0,7,15,14,7,9,6,16.29,4,2,N
2648.8,147.16,172.0,43,29,14,18,11,15,11.17,0,5,12,14,7,9,6,15.4,4,0,N
3135.78,174.21,195.99,47,31,16,18,11,17,12.25,0,6,14,14,7,9,6,16.0,4,1,N
5798.42,322.13,254.88,60,39,21,20,11,17,11.2,0,6,14,14,7,9,6,22.75,4,1,N
5359.67,297.76,271.87,64,41,23,20,11,19,13.79,0,7,16,14,7,9,6,19.71,4,2,N
6580.75,365.6,276.12,65,43,22,18,11,17,11.59,0,6,14,14,7,9,6,23.83,4,1,N
6029.63,334.98,293.11,69,45,24,18,11,19,14.25,0,7,16,14,7,9,6,20.57,4,2,N
126.8,7.04,31.7,10,6,4,5,1,6,7.92,0,3,6,4,2,3,2,4.0,1,0,N
174.35,9.69,34.87,11,6,5,5,1,6,6.97,0,3,6,4,2,3,2,5.0,1,1,N
573.59,31.87,71.7,20,12,8,8,4,6,8.96,0,4,6,4,2,3,2,8.0,1,2,N
710.48,39.47,88.81,24,14,10,8,4,6,11.1,0,5,6,4,2,3,2,8.0,1,2,N
301.14,16.73,50.19,14,8,6,4,1,6,8.36,0,4,6,4,2,3,2,6.0,1,1,N
331.56,18.42,59.21,16,9,7,5,1,6,10.57,0,5,6,4,2,3,2,5.6,1,1,N
586.15,32.56,81.41,22,13,9,9,4,7,11.31,0,5,7,4,2,3,2,7.2,1,3,N
609.18,33.84,91.38,24,14,10,9,4,7,13.71,0,6,7,4,2,3,2,6.67,1,3,N
11475.71,637.54,370.93,82,49,33,13,10,35,11.99,0,8,31,20,10,11,10,30.94,5,5,N
4205.45,233.64,254.88,60,36,24,19,12,24,15.45,3,8,20,14,7,11,4,16.5,5,5,N
57745.67,3208.09,1351.42,222,120,102,75,57,84,31.63,10,37,67,54,27,35,24,42.73,15,15,N
50.53,2.81,25.27,9,6,3,5,2,6,12.63,0,3,6,4,2,3,2,2.0,1,0,N
8030.83,446.16,473.13,93,50,43,23,18,45,27.87,0,19,38,32,16,17,16,16.97,8,15,N
8396.0,466.44,497.54,97,52,45,23,18,45,29.48,0,20,38,32,16,17,16,16.88,8,15,N
2874.47,159.69,194.51,43,24,19,8,5,18,13.16,0,9,15,14,7,9,6,14.78,4,2,N
421.94,23.44,82.04,21,12,9,6,3,8,15.95,0,7,8,4,2,3,2,5.14,1,1,N
301.96,16.78,62.91,17,11,6,6,3,7,13.11,0,5,7,4,2,3,2,4.8,1,2,N
3447.42,191.52,202.05,46,25,21,13,9,16,11.84,0,8,14,12,6,7,6,17.06,3,2,N
72.0,4.0,24.0,8,6,2,1,0,1,8.0,0,2,2,4,2,1,2,3.0,1,0,N
942.15,52.34,131.77,30,17,13,7,3,9,18.43,0,10,9,4,2,3,2,7.15,1,4,N
344.16,19.12,57.36,16,10,6,6,2,6,9.56,0,4,6,4,2,3,2,6.0,1,1,N
449.6,24.98,66.61,18,12,6,6,2,6,9.87,0,4,6,4,2,3,2,6.75,1,1,N
601.66,33.43,85.95,22,15,7,7,2,6,12.28,0,5,6,4,2,3,2,7.0,1,1,N
49.13,2.73,19.65,7,5,2,1,0,2,7.86,0,2,3,4,2,1,2,2.5,1,1,N
542.55,30.14,72.34,19,13,6,6,2,6,9.65,0,4,6,4,2,3,2,7.5,1,1,N
291.41,16.19,51.81,14,9,5,5,1,6,9.21,0,4,6,4,2,3,2,5.63,1,1,N
380.74,21.15,60.92,16,11,5,5,2,6,9.75,0,4,6,4,2,3,2,6.25,1,1,N
429.12,23.84,68.11,19,10,9,10,2,7,10.81,4,5,7,4,2,3,2,6.3,1,2,N
453.3,25.18,77.71,21,11,10,12,3,7,13.32,4,6,7,4,2,3,2,5.83,1,2,N
166.05,9.23,41.51,12,9,3,5,2,6,10.38,0,3,6,4,2,3,2,4.0,1,2,N
1190.93,66.16,175.14,42,25,17,9,6,14,25.76,0,10,14,4,2,3,2,6.8,1,7,N
166.05,9.23,41.51,12,9,3,5,2,6,10.38,0,3,6,4,2,3,2,4.0,1,2,N
8441.45,468.97,525.0,105,58,47,25,21,46,32.65,0,19,40,28,14,15,14,16.07,7,7,N
1729.78,96.1,179.72,46,24,22,15,12,24,18.67,0,8,21,16,8,9,8,9.63,4,4,N
11551.11,641.73,565.54,107,64,43,34,28,50,27.69,0,20,42,22,11,17,10,20.43,6,13,N
11551.11,641.73,565.54,107,64,43,34,28,50,27.69,0,20,42,22,11,17,10,20.43,6,13,N
859.52,47.75,85.95,22,12,10,6,3,6,8.6,0,5,6,4,2,3,2,10.0,1,1,N
1776.41,98.69,212.4,50,27,23,10,7,12,25.4,0,11,11,8,4,5,4,8.36,2,2,N
12985.0,721.39,530.0,106,57,49,31,23,34,21.63,0,16,31,16,8,9,8,24.5,4,11,N
407.97,22.67,77.71,21,12,9,9,5,5,14.8,0,6,5,4,2,3,2,5.25,1,0,N
1512.98,84.05,125.34,29,16,13,9,6,13,10.38,0,7,12,8,4,5,4,12.07,2,3,N
2064.1,114.67,176.42,39,21,18,8,5,14,15.08,0,10,13,8,4,5,4,11.7,2,4,N
1413.23,78.51,144.95,33,21,12,8,5,12,14.87,0,8,12,4,2,3,2,9.75,1,5,N
1752.06,97.34,151.62,34,18,16,8,5,13,13.12,0,9,12,8,4,5,4,11.56,2,3,N
14467.0,803.72,555.0,111,65,46,28,22,27,21.29,0,15,22,22,11,13,10,26.07,6,4,N
4916.77,273.15,343.65,74,43,31,22,17,18,24.02,0,13,16,12,6,7,6,14.31,3,4,N
6674.76,370.82,375.64,79,46,33,22,17,18,21.14,0,13,16,12,6,7,6,17.77,3,4,N
1303.9,72.44,118.54,29,17,12,7,4,13,10.78,0,6,12,8,4,5,4,11.0,2,2,N
6057.16,336.51,296.13,63,33,30,22,16,27,14.48,0,11,23,20,10,11,10,20.45,5,3,N
1400.0,77.78,120.0,30,16,14,10,6,8,10.29,0,6,8,4,2,3,2,11.67,1,2,N
107141.35,5952.3,1714.26,314,189,125,82,67,110,27.43,0,22,85,86,43,53,34,62.5,26,8,N
6766.8,375.93,328.09,69,36,33,17,14,23,15.91,0,12,20,16,8,9,8,20.63,4,4,N
421.94,23.44,82.04,21,12,9,11,7,6,15.95,0,7,6,4,2,3,2,5.14,1,0,N
421.94,23.44,82.04,21,12,9,11,7,6,15.95,0,7,6,4,2,3,2,5.14,1,0,N
21021.12,1167.84,583.92,119,71,48,35,27,20,16.21,1,12,17,16,8,9,8,36.0,4,1,N
4614.98,256.39,282.03,60,36,24,17,12,24,17.23,0,11,21,14,7,9,6,16.36,4,6,N
7363.07,409.06,271.87,64,39,25,18,13,32,10.04,0,6,24,20,10,19,6,27.08,7,3,N
1592.95,88.5,149.34,34,18,16,21,6,10,14.0,12,9,10,4,2,3,2,10.67,1,4,N
1788.9,99.38,125.1,30,19,11,8,5,13,8.75,0,5,12,6,3,5,2,14.3,2,5,N
154.53,8.59,41.21,13,7,6,7,4,6,10.99,0,4,6,4,2,3,2,3.75,1,0,N
394.06,21.89,87.57,23,14,9,12,7,10,19.46,0,7,9,8,4,5,4,4.5,2,1,N
1601.6,88.98,112.0,28,15,13,9,5,12,7.83,0,5,11,8,4,5,4,14.3,2,2,N
1601.6,88.98,112.0,28,15,13,9,5,12,7.83,0,5,11,8,4,5,4,14.3,2,2,N
4788.98,266.05,348.29,75,40,35,24,18,15,25.33,0,14,14,8,4,5,4,13.75,2,3,N
2129.55,118.31,230.7,51,27,24,15,11,8,24.99,0,13,8,4,2,3,2,9.23,1,2,N
2178.25,121.01,207.45,48,27,21,14,10,7,19.76,0,10,7,4,2,3,2,10.5,1,1,N
7748.01,430.45,284.98,63,34,29,17,12,15,10.48,0,8,13,12,6,7,6,27.19,3,2,N
8043.39,446.86,324.33,69,38,31,17,12,16,13.08,0,10,14,12,6,7,6,24.8,3,3,N
2312.76,128.49,208.15,49,29,20,14,9,11,18.73,0,9,11,4,2,3,2,11.11,1,4,N
84.22,4.68,22.46,8,5,3,4,1,5,5.99,0,2,5,4,2,3,2,3.75,1,0,N
3014.58,167.48,173.92,39,26,13,7,4,15,10.03,0,6,14,8,4,5,4,17.33,2,3,N
362.64,20.15,77.71,21,13,8,10,6,7,16.65,0,6,7,4,2,3,2,4.67,1,3,N
319.82,17.77,79.95,21,13,8,11,7,8,19.99,0,7,8,4,2,3,2,4.0,1,3,N
8245.95,458.11,312.48,65,40,25,18,13,20,11.84,1,9,18,12,6,7,6,26.39,3,3,N
9834.5,546.36,445.0,89,50,39,31,20,34,20.14,5,15,30,20,10,11,10,22.1,5,8,N
1372.69,76.26,123.19,29,16,13,12,6,7,11.06,1,7,7,4,2,3,2,11.14,1,2,N
3863.67,214.65,225.95,47,28,19,15,8,14,13.21,1,10,13,8,4,5,4,17.1,2,4,N
4256.92,236.5,247.76,51,30,21,15,8,15,14.42,1,11,14,8,4,5,4,17.18,2,5,N
4301.69,238.98,239.72,51,32,19,15,9,16,13.36,1,9,15,8,4,5,4,17.94,2,4,N
84.22,4.68,22.46,8,5,3,2,0,5,5.99,0,2,5,4,2,3,2,3.75,1,0,N
532.29,29.57,92.0,23,14,9,8,4,10,15.9,0,7,9,6,3,5,2,5.79,2,2,N
555.43,30.86,96.0,24,15,9,10,5,10,16.59,0,7,9,6,3,5,2,5.79,2,2,N
16494.55,916.36,480.0,96,60,36,21,16,29,13.97,1,11,26,16,8,9,8,34.36,4,4,N
5338.7,296.59,314.04,64,38,26,16,9,20,18.47,1,13,18,12,6,7,6,17.0,3,4,N
20434.13,1135.23,641.07,124,73,51,22,15,37,20.11,1,16,32,24,12,13,12,31.88,6,4,N
5255.28,291.96,309.13,63,37,26,17,9,20,18.18,1,13,18,12,6,7,6,17.0,3,4,N
8656.64,480.92,352.53,75,49,26,16,10,25,14.36,1,9,23,12,6,7,6,24.56,3,5,N
181.62,10.09,51.89,15,11,4,5,2,6,14.83,0,4,6,4,2,3,2,3.5,1,1,N
87.17,4.84,34.87,11,7,4,5,2,6,13.95,0,4,6,4,2,3,2,2.5,1,0,N
181.62,10.09,51.89,15,11,4,5,2,6,14.83,0,4,6,4,2,3,2,3.5,1,1,N
84.22,4.68,22.46,8,5,3,4,1,5,5.99,0,2,5,4,2,3,2,3.75,1,0,N
4951.76,275.1,247.59,54,30,24,9,6,22,12.38,0,9,20,12,6,7,6,20.0,3,4,N
3246.47,180.36,214.05,48,27,21,12,8,18,14.11,0,9,16,12,6,7,6,15.17,3,4,N
902.51,50.14,94.01,23,15,8,6,3,11,9.79,0,5,10,8,4,5,4,9.6,2,2,N
240.91,13.38,57.36,16,10,6,7,4,7,13.66,0,5,7,4,2,3,2,4.2,1,2,N
240.91,13.38,57.36,16,10,6,7,4,7,13.66,0,5,7,4,2,3,2,4.2,1,2,N
8971.59,498.42,326.9,68,42,26,19,14,21,11.91,1,9,19,12,6,7,6,27.44,3,3,N
3521.25,195.63,220.08,48,32,16,9,6,15,13.75,0,8,14,8,4,5,4,16.0,2,3,N
732.54,40.7,97.67,25,15,10,9,5,7,13.02,0,6,7,4,2,3,2,7.5,1,2,N
10090.27,560.57,417.09,85,48,37,31,20,33,17.24,5,13,29,20,10,11,10,24.19,5,7,N
4728.77,262.71,204.33,44,26,18,14,8,13,8.83,1,7,12,8,4,5,4,23.14,2,3,N
4353.75,241.87,210.91,46,29,17,15,9,15,10.22,1,7,14,8,4,5,4,20.64,2,3,N
186.03,10.33,39.86,12,8,4,4,1,5,8.54,0,3,5,6,3,3,2,4.67,2,0,N
258.3,14.35,48.43,14,10,4,4,1,5,9.08,0,3,5,6,3,3,2,5.33,2,0,N
186.03,10.33,39.86,12,8,4,4,1,5,8.54,0,3,5,6,3,3,2,4.67,2,0,N
258.3,14.35,48.43,14,10,4,4,1,5,9.08,0,3,5,6,3,3,2,5.33,2,0,N
217.03,12.06,46.51,14,10,4,4,1,5,9.97,0,3,5,6,3,3,2,4.67,2,0,N
401.52,22.31,57.36,16,9,7,1,0,7,8.18,0,4,7,4,2,3,2,7.0,1,1,N
585.2,32.5,76.0,19,12,7,1,0,7,9.87,0,5,7,4,2,3,2,7.7,1,1,N
788.12,43.78,87.57,23,13,10,16,3,7,9.73,8,5,7,4,2,3,2,9.0,1,1,N
179.89,9.99,44.97,13,10,3,4,1,2,11.24,0,3,3,4,2,1,2,4.0,1,1,N
154.4,8.58,30.88,11,7,4,7,4,6,6.18,0,2,6,4,2,3,2,5.0,1,0,N
126.33,7.02,25.27,9,5,4,4,1,6,5.05,0,2,6,4,2,3,2,5.0,1,0,N
665.68,36.98,66.57,21,11,10,4,1,12,6.66,0,3,10,12,6,7,6,10.0,3,0,N
126.33,7.02,25.27,9,5,4,4,1,6,5.05,0,2,6,4,2,3,2,5.0,1,0,N
154.4,8.58,30.88,11,7,4,7,4,6,6.18,0,2,6,4,2,3,2,5.0,1,0,N
665.68,36.98,66.57,21,11,10,4,1,12,6.66,0,3,10,12,6,7,6,10.0,3,0,N
980.75,54.49,62.27,18,11,7,4,1,6,3.95,0,2,6,4,2,3,2,15.75,1,0,N
72.0,4.0,24.0,8,6,2,4,1,1,8.0,0,2,2,4,2,1,2,3.0,1,0,N
72.0,4.0,24.0,8,6,2,4,1,1,8.0,0,2,2,4,2,1,2,3.0,1,0,N
72.0,4.0,24.0,8,6,2,4,1,1,8.0,0,2,2,4,2,1,2,3.0,1,0,N
72.0,4.0,24.0,8,6,2,5,1,1,8.0,0,2,2,4,2,1,2,3.0,1,0,N
72.0,4.0,24.0,8,6,2,4,1,1,8.0,0,2,2,4,2,1,2,3.0,1,0,N
1074.15,59.68,79.57,23,17,6,4,1,7,5.89,0,2,6,8,4,5,2,13.5,3,0,N
72.0,4.0,24.0,8,6,2,4,1,1,8.0,0,2,2,4,2,1,2,3.0,1,0,N
179.89,9.99,44.97,13,10,3,8,1,2,11.24,4,3,3,4,2,1,2,4.0,1,1,N
252.0,14.0,42.0,14,10,4,4,1,5,7.0,0,2,5,6,3,3,2,6.0,2,0,N
72.0,4.0,24.0,8,6,2,4,1,1,8.0,0,2,2,4,2,1,2,3.0,1,0,N
221.4,12.3,41.51,12,8,4,2,0,6,7.78,0,3,6,4,2,3,2,5.33,1,1,N
7748.01,430.45,284.98,63,34,29,17,12,15,10.48,0,8,13,12,6,7,6,27.19,3,2,N
8043.39,446.86,324.33,69,38,31,17,12,16,13.08,0,10,14,12,6,7,6,24.8,3,3,N
284.19,15.79,59.21,16,10,6,7,4,7,12.33,0,5,7,4,2,3,2,4.8,1,2,N
302.05,16.78,64.73,17,10,7,7,4,7,13.87,0,6,7,4,2,3,2,4.67,1,2,N
701.11,38.95,65.73,19,11,8,5,2,8,6.16,0,3,8,4,2,3,2,10.67,1,2,N
284.19,15.79,59.21,16,10,6,7,4,7,12.33,0,5,7,4,2,3,2,4.8,1,2,N
302.05,16.78,64.73,17,10,7,7,4,7,13.87,0,6,7,4,2,3,2,4.67,1,2,N
701.11,38.95,65.73,19,11,8,5,2,8,6.16,0,3,8,4,2,3,2,10.67,1,2,N
532.29,29.57,92.0,23,14,9,7,4,10,15.9,0,7,9,6,3,5,2,5.79,2,3,N
551.81,30.66,98.1,24,14,10,8,4,10,17.44,0,8,9,6,3,5,2,5.63,2,3,N
1172.67,65.15,125.64,33,19,14,6,3,16,13.46,0,6,15,8,4,5,4,9.33,2,4,N
284.19,15.79,59.21,16,10,6,7,4,7,12.33,0,5,7,4,2,3,2,4.8,1,2,N
302.05,16.78,64.73,17,10,7,7,4,7,13.87,0,6,7,4,2,3,2,4.67,1,2,N
701.11,38.95,65.73,19,11,8,5,2,8,6.16,0,3,8,4,2,3,2,10.67,1,2,N
284.19,15.79,59.21,16,10,6,7,4,7,12.33,0,5,7,4,2,3,2,4.8,1,2,N
302.05,16.78,64.73,17,10,7,7,4,7,13.87,0,6,7,4,2,3,2,4.67,1,2,N
701.11,38.95,65.73,19,11,8,5,2,8,6.16,0,3,8,4,2,3,2,10.67,1,2,N
284.19,15.79,59.21,16,10,6,7,4,7,12.33,0,5,7,4,2,3,2,4.8,1,2,N
302.05,16.78,64.73,17,10,7,7,4,7,13.87,0,6,7,4,2,3,2,4.67,1,2,N
701.11,38.95,65.73,19,11,8,5,2,8,6.16,0,3,8,4,2,3,2,10.67,1,2,N
58.95,3.28,19.65,7,6,1,4,1,2,6.55,0,1,3,4,2,1,2,3.0,1,1,N
3570.0,198.33,315.0,63,43,20,24,18,28,27.79,2,15,22,12,6,12,6,11.33,3,9,N
84.22,4.68,22.46,8,5,3,4,1,5,5.99,0,2,5,4,2,3,2,3.75,1,0,N
3014.58,167.48,173.92,39,26,13,7,4,15,10.03,0,6,14,8,4,5,4,17.33,2,3,N
362.64,20.15,77.71,21,13,8,10,6,7,16.65,0,6,7,4,2,3,2,4.67,1,3,N
319.82,17.77,79.95,21,13,8,11,7,8,19.99,0,7,8,4,2,3,2,4.0,1,3,N
8245.95,458.11,312.48,65,40,25,18,13,20,11.84,1,9,18,12,6,7,6,26.39,3,3,N
9834.5,546.36,445.0,89,50,39,31,20,34,20.14,5,15,30,20,10,11,10,22.1,5,8,N
1372.69,76.26,123.19,29,16,13,12,6,7,11.06,1,7,7,4,2,3,2,11.14,1,2,N
3863.67,214.65,225.95,47,28,19,15,8,14,13.21,1,10,13,8,4,5,4,17.1,2,4,N
4256.92,236.5,247.76,51,30,21,15,8,15,14.42,1,11,14,8,4,5,4,17.18,2,5,N
4301.69,238.98,239.72,51,32,19,15,9,16,13.36,1,9,15,8,4,5,4,17.94,2,4,N
84.22,4.68,22.46,8,5,3,2,0,5,5.99,0,2,5,4,2,3,2,3.75,1,0,N
532.29,29.57,92.0,23,14,9,8,4,10,15.9,0,7,9,6,3,5,2,5.79,2,2,N
555.43,30.86,96.0,24,15,9,10,5,10,16.59,0,7,9,6,3,5,2,5.79,2,2,N
16494.55,916.36,480.0,96,60,36,21,16,29,13.97,1,11,26,16,8,9,8,34.36,4,4,N
5338.7,296.59,314.04,64,38,26,16,9,20,18.47,1,13,18,12,6,7,6,17.0,3,4,N
20434.13,1135.23,641.07,124,73,51,22,15,37,20.11,1,16,32,24,12,13,12,31.88,6,4,N
5255.28,291.96,309.13,63,37,26,17,9,20,18.18,1,13,18,12,6,7,6,17.0,3,4,N
8656.64,480.92,352.53,75,49,26,16,10,25,14.36,1,9,23,12,6,7,6,24.56,3,5,N
84.22,4.68,22.46,8,5,3,4,1,5,5.99,0,2,5,4,2,3,2,3.75,1,0,N
4951.76,275.1,247.59,54,30,24,9,6,22,12.38,0,9,20,12,6,7,6,20.0,3,4,N
3246.47,180.36,214.05,48,27,21,12,8,18,14.11,0,9,16,12,6,7,6,15.17,3,4,N
902.51,50.14,94.01,23,15,8,6,3,11,9.79,0,5,10,8,4,5,4,9.6,2,2,N
240.91,13.38,57.36,16,10,6,7,4,7,13.66,0,5,7,4,2,3,2,4.2,1,2,N
240.91,13.38,57.36,16,10,6,7,4,7,13.66,0,5,7,4,2,3,2,4.2,1,2,N
8971.59,498.42,326.9,68,42,26,19,14,21,11.91,1,9,19,12,6,7,6,27.44,3,3,N
3521.25,195.63,220.08,48,32,16,9,6,15,13.75,0,8,14,8,4,5,4,16.0,2,3,N
732.54,40.7,97.67,25,15,10,9,5,7,13.02,0,6,7,4,2,3,2,7.5,1,2,N
10090.27,560.57,417.09,85,48,37,31,20,33,17.24,5,13,29,20,10,11,10,24.19,5,7,N
4728.77,262.71,204.33,44,26,18,14,8,13,8.83,1,7,12,8,4,5,4,23.14,2,3,N
4353.75,241.87,210.91,46,29,17,15,9,15,10.22,1,7,14,8,4,5,4,20.64,2,3,N
227.03,12.61,51.89,15,10,5,12,4,7,11.86,5,4,7,4,2,3,2,4.38,1,1,N
4086.25,227.01,326.9,68,43,25,74,21,16,26.15,48,14,13,4,2,7,2,12.5,1,4,N
25170.95,1398.39,845.66,160,114,46,60,36,34,28.41,16,17,25,20,10,17,10,29.76,5,5,N
388174.15,21565.23,4683.61,699,490,209,227,155,156,56.51,65,58,107,104,52,78,52,82.88,26,24,N
7636.2,424.23,438.86,87,58,29,78,26,26,25.22,44,15,21,12,6,11,6,17.4,3,5,N
1226.24,68.12,102.19,25,15,10,13,5,6,8.52,4,5,6,4,2,3,2,12.0,1,0,N
215.1,11.95,53.77,15,11,4,9,4,7,13.44,2,4,7,4,2,3,2,4.0,1,1,N
6045.7,335.87,622.89,131,98,33,53,17,17,64.18,31,17,17,4,2,3,2,9.71,1,8,N
301.96,16.78,62.91,17,11,6,13,3,6,13.11,7,5,6,4,2,3,2,4.8,1,2,N
5949.55,330.53,366.13,77,42,35,37,7,7,22.53,26,14,7,4,2,3,2,16.25,1,1,N
594.0,33.0,108.0,27,16,11,28,5,7,19.64,19,8,7,4,2,3,2,5.5,1,3,N
174.4,9.69,46.51,14,9,5,14,4,5,12.4,6,4,5,4,2,3,2,3.75,1,1,N
174.4,9.69,46.51,14,9,5,14,4,5,12.4,6,4,5,4,2,3,2,3.75,1,1,N
1296.0,72.0,144.0,36,22,14,38,7,10,16.0,25,7,9,8,4,5,4,9.0,2,0,N
1317.26,73.18,235.23,52,31,21,74,13,20,42.0,55,15,18,12,6,7,6,5.6,3,9,N
10881.75,604.54,569.2,116,66,50,86,23,15,29.77,56,17,14,8,4,5,4,19.12,2,3,N
2599.82,144.43,249.98,52,28,24,29,9,8,24.04,16,15,8,4,2,3,2,10.4,1,2,N
980.01,54.45,98.99,26,15,11,13,3,6,10.0,6,5,6,4,2,3,2,9.9,1,0,N
12827.76,712.65,579.79,132,73,59,59,16,10,26.21,40,12,10,4,2,3,2,22.13,1,4,N
174.4,9.69,46.51,14,9,5,15,4,5,12.4,7,4,5,4,2,3,2,3.75,1,1,N
942.32,52.35,125.64,33,18,15,27,5,7,16.75,18,7,7,4,2,3,2,7.5,1,0,N
7197.55,399.86,352.53,75,40,35,64,17,21,17.27,38,12,18,16,8,9,8,20.42,4,2,N
2402.74,133.49,160.18,41,26,15,20,5,14,10.68,12,5,12,12,6,7,6,15.0,3,1,N
985.86,54.77,89.62,25,14,11,16,9,10,8.15,4,4,9,8,4,5,4,11.0,2,0,N
414.45,23.02,74.01,20,13,7,13,6,10,13.22,4,5,9,6,3,5,2,5.6,2,2,N
3146.36,174.8,168.56,39,23,16,40,8,9,9.03,27,6,8,8,4,5,4,18.67,2,0,N
1100.86,61.16,116.76,28,16,12,18,7,9,12.38,6,7,8,8,4,5,4,9.43,2,0,N
19928.53,1107.14,838.74,151,97,54,143,44,44,35.3,91,25,34,24,12,20,12,23.76,6,8,N
2730.1,151.67,197.65,45,28,17,20,7,13,14.31,7,8,11,12,6,7,6,13.81,3,1,N
2043.3,113.52,260.06,56,36,20,54,10,8,33.1,40,14,8,4,2,3,2,7.86,1,3,N
3709.91,206.11,299.56,63,40,23,63,18,15,24.19,40,13,12,4,2,7,2,12.38,1,3,N
1833.96,101.89,259.14,59,36,23,83,16,23,36.62,57,13,19,20,10,11,10,7.08,5,5,N
6647.55,369.31,369.31,72,45,27,49,16,23,20.52,26,15,19,20,10,11,10,18.0,5,1,N
1250.98,69.5,133.44,32,17,15,29,4,7,14.23,21,8,7,4,2,3,2,9.38,1,1,N
1558.69,86.59,130.8,32,19,13,15,3,6,10.98,8,6,6,4,2,3,2,11.92,1,0,N
2230.76,123.93,229.25,50,27,23,40,14,14,23.56,20,13,13,8,4,5,4,9.73,2,5,N
10551.02,586.17,405.81,91,55,36,48,13,15,15.61,29,9,13,12,6,7,6,26.0,3,0,N
387.18,21.51,86.04,24,15,9,20,7,9,19.12,8,6,8,8,4,5,4,4.5,2,2,N
174.4,9.69,46.51,14,9,5,15,4,5,12.4,7,4,5,4,2,3,2,3.75,1,1,N
225.85,12.55,53.77,15,9,6,14,4,6,12.8,7,5,6,4,2,3,2,4.2,1,2,N
7153.34,397.41,346.13,72,41,31,44,17,20,16.75,21,12,17,16,8,9,8,20.67,4,2,N
669.75,37.21,97.67,25,13,12,17,4,8,14.24,9,7,8,4,2,3,2,6.86,1,2,N
7326.97,407.05,329.71,71,46,25,36,13,15,14.84,19,9,10,14,7,13,2,22.22,6,1,N
1471.49,81.75,163.5,40,24,16,39,8,10,18.17,25,8,9,8,4,5,4,9.0,2,0,N
1328.8,73.82,148.68,35,22,13,39,11,12,16.64,23,8,11,8,4,5,4,8.94,2,2,N
3709.91,206.11,299.56,63,40,23,63,18,15,24.19,40,13,12,4,2,7,2,12.38,1,3,N
6517.93,362.11,482.81,92,62,30,53,29,24,35.76,19,20,16,4,2,12,2,13.5,1,3,N
1077.6,59.87,146.95,34,22,12,39,7,9,20.04,26,9,8,6,3,5,2,7.33,2,1,N
8239.54,457.75,430.33,82,51,31,63,19,27,22.47,36,17,22,24,12,13,12,19.15,6,1,N
564.82,31.38,89.86,23,12,11,20,4,7,14.3,12,7,7,4,2,3,2,6.29,1,1,N
616.17,34.23,89.86,23,11,12,17,4,7,13.1,10,7,7,4,2,3,2,6.86,1,1,N
4214.16,234.12,280.94,63,33,30,34,6,8,18.73,24,11,8,4,2,3,2,15.0,1,1,N
5125.38,284.74,317.29,66,38,28,45,13,16,19.64,26,13,14,12,6,7,6,16.14,3,4,N
60496.65,3360.92,1186.21,266,164,102,47,26,7,23.26,17,11,7,4,2,3,2,51.0,1,0,N
14925.04,829.17,488.54,108,61,47,51,12,8,15.99,35,10,8,4,2,3,2,30.55,1,1,N
771.43,42.86,100.0,25,13,12,16,4,7,12.96,8,7,7,4,2,3,2,7.71,1,1,N
56.15,3.12,28.07,10,7,3,11,4,7,14.04,4,3,7,4,2,3,2,2.0,1,3,N
7403.19,411.29,352.53,75,39,36,53,16,23,16.79,30,12,19,20,10,11,10,21.0,5,1,N
1089.11,60.51,111.13,31,17,14,13,5,7,11.34,4,5,7,4,2,3,2,9.8,1,0,N
1166.67,64.81,140.0,35,25,10,57,9,15,16.8,43,6,13,12,6,7,6,8.33,3,3,N
3494.58,194.14,288.44,60,39,21,53,14,22,23.81,32,13,18,18,9,11,8,12.12,5,4,N
2631.64,146.2,182.75,48,32,16,28,11,18,12.69,14,5,15,16,8,9,8,14.4,4,0,N
1584.57,88.03,158.46,38,22,16,30,9,14,15.85,17,8,12,12,6,7,6,10.0,3,0,N
4141.72,230.1,212.4,50,32,18,28,6,14,10.89,17,6,11,14,7,9,6,19.5,4,0,N
310.84,17.27,66.61,18,10,8,12,6,6,14.27,3,6,6,4,2,3,2,4.67,1,0,N
1256.26,69.79,217.13,48,30,18,54,14,18,37.53,34,14,16,12,6,7,6,5.79,3,5,N
298.97,16.61,66.44,20,14,6,13,5,6,14.76,4,4,6,4,2,3,2,4.5,1,1,N
