LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,Defective
82,43,12,6,100,74,23,0.13,36,2.06,17,0.74,117,15,0.64,176,5,140.31,37.2,194194.61,N
22,7,4,9,31,12,4,0.1,6,2.0,3,0.75,19,1,0.0,32,6,45.51,16.36,12184.85,N
9,3,5,0,12,4,2,0.11,2,2.0,2,1.0,10,1,0.0,18,1,35.45,10.29,3750.81,N
12,5,1,3,4,8,3,0.18,4,2.0,2,0.67,10,3,1.0,14,0,15.83,13.82,3022.38,N
14,7,4,4,21,10,4,0.12,4,2.5,3,0.75,16,3,0.67,29,2,39.73,19.35,14882.34,N
38,35,4,5,70,58,18,0.17,24,2.42,7,0.39,67,13,0.71,104,2,58.36,41.38,99929.77,N
39,23,10,4,58,40,12,0.17,18,2.22,7,0.58,49,5,0.36,68,5,52.05,21.71,24543.69,N
19,7,3,4,16,12,4,0.16,6,2.0,4,1.0,16,1,0.0,21,0,31.79,17.86,10140.57,N
25,15,7,6,39,28,8,0.1,14,2.0,7,0.88,46,1,0.0,71,6,90.85,21.94,43721.41,Y
27,3,2,1,19,4,2,0.09,2,2.0,2,1.0,7,1,0.0,22,1,37.27,15.43,8872.37,Y
1,3,1,0,0,4,2,0.2,2,2.0,2,1.0,6,1,0.0,10,0,10.75,7.0,526.99,N
34,17,9,5,26,30,9,0.13,14,2.14,7,0.78,44,4,0.38,66,5,76.03,28.98,63864.99,N
9,9,1,0,17,12,5,0.23,4,3.0,3,0.6,13,5,1.0,22,2,35.13,12.55,5531.32,Y
32,13,13,16,23,24,7,0.09,12,2.0,7,1.0,38,1,0.0,59,9,104.75,22.14,51324.87,Y
13,5,2,9,7,8,3,0.11,4,2.0,3,1.0,10,1,0.0,19,0,37.6,9.75,3574.45,N
3,3,2,0,0,4,2,0.11,2,2.0,1,0.5,8,1,0.0,19,2,24.71,10.58,2764.2,N
6,3,1,1,6,4,2,0.18,2,2.0,1,0.5,6,1,0.0,10,1,16.21,5.4,472.87,N
3,3,0,0,0,4,2,0.13,2,2.0,1,0.5,6,1,0.0,15,2,18.54,9.63,1717.22,N
30,32,19,4,62,16,24,0.26,4,4.0,19,0.79,55,9,0.35,89,3,54.69,47.6,123914.45,Y
6,3,3,4,15,4,2,0.14,2,2.0,2,1.0,8,1,0.0,10,3,16.21,10.56,1809.36,N
13,7,3,3,24,12,4,0.11,6,2.0,4,1.0,16,1,0.0,32,1,34.91,18.57,12037.08,Y
31,21,5,7,28,34,11,0.14,14,2.43,9,0.82,46,11,1.0,74,1,61.92,36.74,83581.43,Y
12,11,5,1,16,20,6,0.13,10,2.0,6,1.0,30,1,0.0,44,3,46.89,18.91,16764.79,N
0,3,0,0,0,4,2,0.13,2,2.0,1,0.5,6,1,0.0,15,2,42.88,6.87,2026.77,N
51,35,10,9,73,62,18,0.16,28,2.21,10,0.56,75,9,0.47,107,1,51.85,64.92,218524.86,Y
2,3,1,2,0,4,2,0.14,2,2.0,2,1.0,6,1,0.0,12,2,20.76,2.5,129.72,N
4,5,1,4,0,8,3,0.14,4,2.0,3,1.0,10,1,0.0,17,2,34.27,2.78,264.4,N
0,7,0,0,0,12,4,0.24,6,2.0,1,0.25,14,3,0.67,17,2,10.6,10.13,1086.54,N
3,11,0,0,0,16,6,0.4,6,2.67,1,0.17,18,4,0.6,15,2,7.45,30.8,7065.15,N
3,3,0,0,0,4,2,0.14,2,2.0,1,0.5,5,1,0.0,14,2,11.85,9.0,959.45,N
2,3,0,0,0,4,2,0.2,2,2.0,1,0.5,5,1,0.0,10,1,6.92,8.0,442.81,N
25,25,6,6,15,42,13,0.17,18,2.33,9,0.69,59,7,0.5,70,1,80.81,26.6,57176.91,N
5,7,3,3,2,12,4,0.15,6,2.0,4,1.0,17,1,0.0,24,2,26.32,16.0,6737.71,N
15,5,1,7,9,8,3,0.16,4,2.0,2,0.67,10,1,0.0,12,1,28.99,18.12,9514.39,N
6,3,0,2,2,4,2,0.18,2,2.0,1,0.5,5,1,0.0,9,1,13.77,13.5,2508.88,N
5,3,0,2,2,4,2,0.18,2,2.0,1,0.5,5,1,0.0,9,2,13.64,17.06,3972.03,N
10,13,0,15,2,22,7,0.3,10,2.2,1,0.14,23,1,0.0,8,4,21.3,16.32,5681.26,N
14,5,4,1,9,8,3,0.15,4,2.0,3,1.0,13,1,0.0,19,1,35.6,10.11,3640.0,N
35,31,9,28,17,52,16,0.15,22,2.36,11,0.69,68,10,0.6,76,5,108.35,33.87,124313.16,N
6,5,1,7,2,8,3,0.2,4,2.0,2,0.67,11,1,0.0,8,0,17.71,10.67,2014.61,N
17,9,4,8,19,16,5,0.14,8,2.0,4,0.8,23,1,0.0,27,0,42.9,20.7,18381.79,N
16,5,1,10,7,8,3,0.1,4,2.0,2,0.67,11,1,0.0,20,1,37.71,30.2,34384.39,N
11,11,1,14,5,20,6,0.15,10,2.0,2,0.33,26,1,0.0,27,1,48.56,33.51,54539.1,N
81,162,8,80,165,248,96,0.19,118,2.1,63,0.66,345,27,0.27,423,3,131.72,126.56,2109679.46,N
20,7,2,2,2,12,4,0.33,6,2.0,3,0.75,12,1,0.0,10,1,19.23,5.69,622.17,N
115,31,3,35,12,60,16,0.19,30,2.0,3,0.19,67,10,0.6,49,1,83.81,31.06,80843.05,N
156,63,5,53,27,116,32,0.23,54,2.15,10,0.31,129,12,0.35,85,1,78.34,51.47,207526.23,N
48,57,11,61,32,106,29,0.13,50,2.12,22,0.76,161,27,0.93,165,3,204.29,41.72,355647.88,N
17,21,5,6,8,38,11,0.16,18,2.11,10,0.91,44,7,0.6,61,3,87.92,17.2,26010.73,N
74,23,10,30,18,42,12,0.13,20,2.1,10,0.83,64,3,0.18,63,3,85.71,38.23,125251.55,N
33,5,4,8,4,8,3,0.13,4,2.0,3,1.0,14,1,0.0,16,3,28.18,15.16,6475.08,N
4,7,1,3,0,12,4,0.18,6,2.0,4,1.0,25,1,0.0,19,2,40.01,18.29,13377.17,N
4,11,1,3,0,20,6,0.21,10,2.0,6,1.0,38,1,0.0,25,2,42.36,23.73,23858.84,N
1,9,1,1,0,16,5,0.14,8,2.0,5,1.0,32,1,0.0,35,1,110.24,10.11,11259.34,N
5,9,1,2,0,16,5,0.19,8,2.0,4,0.8,24,1,0.0,25,1,27.4,20.16,11135.5,N
2,9,2,1,0,16,5,0.16,8,2.0,5,1.0,41,1,0.0,30,1,78.0,13.61,14437.64,N
1,3,1,1,0,4,2,0.11,2,2.0,2,1.0,16,1,0.0,17,1,54.5,9.27,4686.53,N
1,7,1,1,0,12,4,0.25,6,2.0,4,1.0,20,1,0.0,15,1,20.45,13.07,3491.27,N
1,16,1,1,0,8,13,0.26,4,2.0,13,1.0,36,1,0.0,49,1,35.91,21.53,16649.11,N
1,18,1,1,0,12,14,0.26,6,2.0,14,1.0,39,1,0.0,52,1,36.57,23.03,19394.56,N
4,13,2,1,0,24,7,0.16,12,2.0,7,1.0,47,1,0.0,42,1,160.8,10.16,16586.02,N
16,25,5,5,8,42,13,0.19,18,2.33,10,0.77,48,9,0.67,62,3,84.92,18.79,29993.03,N
40,25,10,30,19,46,13,0.14,22,2.09,10,0.77,69,3,0.17,65,3,83.84,41.66,145477.36,N
77,33,9,25,15,62,17,0.17,30,2.07,11,0.65,87,9,0.5,75,3,88.15,36.04,114516.56,N
4,3,1,4,0,4,2,0.14,2,2.0,1,0.5,6,1,0.0,10,0,23.58,12.5,3685.04,N
4,3,1,2,6,4,2,0.25,2,2.0,2,1.0,5,1,0.0,6,0,17.91,6.29,707.7,N
4,3,1,2,6,4,2,0.25,2,2.0,2,1.0,5,1,0.0,6,0,17.91,6.29,707.7,N
7,3,1,0,7,4,2,0.13,2,2.0,1,0.5,7,1,0.0,15,1,17.24,10.64,1950.69,N
3,3,1,2,5,4,2,0.18,2,2.0,1,0.5,7,1,0.0,9,1,17.13,10.0,1713.0,N
27,13,4,4,33,6,10,0.24,2,3.0,4,0.4,25,4,0.33,38,3,32.0,26.1,21802.25,N
6,11,0,2,2,16,6,0.38,6,2.67,1,0.17,18,5,0.8,14,2,15.76,17.6,4880.94,N
20,21,2,7,14,22,13,0.24,10,2.2,2,0.15,44,3,0.17,47,2,30.99,27.86,24047.21,N
4,3,0,0,1,4,2,0.18,2,2.0,1,0.5,5,1,0.0,11,2,20.51,6.11,765.94,N
5,3,0,0,2,4,2,0.18,2,2.0,1,0.5,5,1,0.0,11,2,19.8,6.11,739.53,N
3,3,1,1,2,4,2,0.17,2,2.0,1,0.5,6,1,0.0,11,1,14.83,9.63,1373.5,N
7,7,1,3,7,12,4,0.17,6,2.0,4,1.0,14,4,1.0,21,1,46.9,10.5,5170.32,N
12,5,3,2,22,8,3,0.14,4,2.0,1,0.33,12,1,0.0,19,2,45.57,9.64,4237.49,Y
7,7,1,1,5,12,4,0.17,6,2.0,4,1.0,14,4,1.0,23,1,46.9,10.5,5170.32,N
14,5,1,3,34,8,3,0.14,4,2.0,3,1.0,11,1,0.0,18,2,31.39,9.47,2815.15,Y
10,5,2,3,11,8,3,0.12,4,2.0,3,1.0,10,1,0.0,22,2,39.66,11.08,4871.43,Y
8,5,2,2,19,8,3,0.14,4,2.0,3,1.0,10,1,0.0,20,1,31.51,10.5,3474.19,Y
0,5,2,2,0,8,3,0.2,4,2.0,3,1.0,12,1,0.0,13,2,22.4,7.33,1204.38,Y
0,5,2,0,0,8,3,0.23,4,2.0,3,1.0,10,1,0.0,13,1,33.1,7.26,1746.71,N
0,5,2,0,0,8,3,0.14,4,2.0,3,1.0,12,1,0.0,21,1,34.57,10.93,4129.37,N
10,15,6,2,31,26,8,0.17,12,2.17,7,0.88,32,4,0.43,44,1,74.36,13.06,12685.78,Y
4,35,5,4,18,64,18,0.19,30,2.13,16,0.89,80,7,0.35,91,2,195.05,21.41,89412.4,Y
0,5,2,0,0,8,3,0.14,4,2.0,3,1.0,12,1,0.0,21,1,36.48,10.43,3969.82,N
0,7,3,0,0,10,4,0.18,4,2.5,3,0.75,15,4,1.0,22,1,41.71,12.75,6780.12,N
2,15,2,1,9,24,8,0.19,10,2.4,6,0.75,24,6,0.71,41,4,75.22,14.8,16481.41,N
2,5,2,2,13,8,3,0.06,4,2.0,3,1.0,14,1,0.0,47,1,55.85,28.0,43785.9,Y
5,7,1,0,0,10,4,0.18,4,2.5,2,0.5,12,3,0.67,22,0,21.05,14.77,4591.91,N
4,7,2,1,7,10,4,0.16,4,2.5,3,0.75,14,3,0.67,24,1,30.72,19.13,11241.58,Y
35,21,9,9,59,36,11,0.12,16,2.25,10,0.91,64,3,0.2,82,3,70.59,44.71,141084.24,Y
4,3,2,1,12,4,2,0.18,2,2.0,1,0.5,7,1,0.0,10,1,23.14,6.5,977.69,Y
0,11,3,2,7,18,6,0.2,8,2.25,5,0.83,20,5,0.8,28,1,33.22,15.91,8407.11,Y
14,9,2,5,1,16,5,0.15,8,2.0,5,1.0,21,4,0.75,28,2,18.72,21.54,8684.58,N
5,3,1,0,0,4,2,0.2,2,2.0,2,1.0,7,1,0.0,10,1,10.42,6.75,474.58,N
12,19,2,0,0,36,10,0.2,18,2.0,9,0.9,47,10,1.0,50,2,65.44,11.21,8218.63,N
8,19,6,1,0,32,10,0.33,14,2.29,8,0.8,40,10,1.0,29,2,31.33,20.43,13084.38,N
12,19,2,0,0,36,10,0.2,18,2.0,9,0.9,47,10,1.0,50,2,74.62,10.16,7697.18,N
7,5,1,2,0,8,3,0.13,4,2.0,2,0.67,10,1,0.0,22,2,55.95,7.24,2931.85,N
5,11,3,2,3,18,6,0.3,8,2.25,5,0.83,21,4,0.6,18,1,26.39,12.07,3845.69,N
3,5,1,0,0,8,3,0.25,4,2.0,2,0.67,10,1,0.0,12,2,15.22,12.0,2191.93,N
17,21,4,1,8,36,11,0.26,16,2.25,5,0.45,43,7,0.6,41,5,42.16,35.93,54431.16,N
16,13,6,0,5,24,7,0.12,12,2.0,6,0.86,31,1,0.0,59,4,95.6,31.4,94278.09,N
11,9,6,0,4,16,5,0.12,8,2.0,5,1.0,24,1,0.0,42,1,66.6,18.54,22884.16,N
1,3,0,0,0,4,2,0.22,2,2.0,1,0.5,5,1,0.0,9,2,14.83,3.5,181.62,N
10,13,6,1,16,24,7,0.18,12,2.0,5,0.71,29,1,0.0,39,5,29.5,36.25,38771.24,N
