HALSTEAD_EFFORT,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,HALSTEAD_LENGTH,NUM_OPERATORS,NUM_OPERANDS,LOC_CODE_AND_COMMENT,HALSTEAD_CONTENT,PERCENT_COMMENTS,NUMBER_OF_LINES,CONDITION_COUNT,NUM_UNIQUE_OPERANDS,LOC_EXECUTABLE,DECISION_COUNT,MULTIPLE_CONDITION_COUNT,LOC_BLANK,HALSTEAD_DIFFICULTY,MODIFIED_CONDITION_COUNT,LOC_COMMENTS,DECISION_DENSITY,Defective
1127.78,62.65,208.5,50,33,17,0,38.55,30.0,32,0,11,14,0,0,10,5.41,0,6,0.0,N
1660.33,92.24,161.42,38,26,12,7,15.69,68.75,27,4,7,5,2,2,7,10.29,1,4,2.0,Y
1154.03,64.11,114.45,28,17,11,1,11.35,20.0,16,4,6,8,2,2,4,10.08,1,1,2.0,N
24294.51,1349.7,920.25,178,112,66,7,34.86,40.91,67,22,20,26,10,11,21,26.4,6,11,2.2,Y
8313.66,461.87,357.58,77,46,31,0,15.38,12.5,35,22,10,21,10,11,9,23.25,6,3,2.2,N
7233.63,401.87,523.19,102,49,53,2,37.84,31.25,57,20,23,22,10,10,17,13.83,5,8,2.0,N
716.99,39.83,89.62,25,17,8,1,11.2,18.18,17,4,4,9,2,2,4,8.0,1,1,2.0,Y
69108.13,3839.34,1553.69,290,151,139,10,34.93,29.11,112,28,25,56,14,14,27,44.48,7,13,2.0,Y
7283.26,404.63,421.66,96,58,38,1,24.41,46.51,67,4,11,23,2,2,22,17.27,1,19,2.0,N
11146.31,619.24,470.73,99,48,51,0,19.88,30.43,40,16,14,16,8,8,11,23.68,4,7,2.0,N
1676.34,93.13,174.17,41,27,14,1,18.1,29.41,25,4,8,12,2,2,6,9.63,1,4,2.0,Y
321184.78,17843.6,3855.28,702,400,302,4,46.28,28.4,117,8,29,58,4,4,34,83.31,2,19,2.0,N
395.48,21.97,70.31,19,14,5,0,12.5,0.0,7,4,4,2,2,2,2,5.63,1,0,2.0,N
12637.26,702.07,549.45,108,62,46,1,23.89,28.13,45,12,17,23,6,6,11,23.0,3,8,2.0,Y
56592.42,3144.02,1469.07,282,169,113,8,38.14,39.39,41,4,22,20,2,2,6,38.52,1,5,2.0,Y
607387.78,33743.77,7187.42,1094,594,500,68,85.05,51.06,217,70,71,92,34,35,27,84.51,18,28,2.06,Y
42015.91,2334.22,1128.3,215,123,92,2,30.3,21.21,38,20,21,26,10,10,3,37.24,5,5,2.0,N
2590.56,143.92,385.5,74,46,28,12,57.37,72.73,51,4,25,9,2,2,16,6.72,1,12,2.0,Y
10705.07,594.73,923.57,157,89,68,19,79.68,68.83,117,12,44,24,6,6,38,11.59,3,34,2.0,Y
11200.69,622.26,524.01,103,65,38,13,24.52,45.24,61,16,16,23,6,8,17,21.38,5,6,2.67,Y
4289.42,238.3,318.58,67,38,29,5,23.66,40.91,33,12,14,13,6,6,9,13.46,3,4,2.0,Y
19526.57,1084.81,808.0,148,90,58,16,33.43,42.59,65,20,24,31,10,10,9,24.17,5,7,2.0,Y
85224.2,4734.68,1959.88,339,218,121,52,45.07,58.4,151,52,32,52,22,26,24,43.48,15,21,2.36,Y
65882.72,3660.15,1015.0,203,135,68,22,15.64,67.8,76,32,11,19,14,16,15,64.91,9,18,2.29,Y
2266.4,125.91,246.12,53,36,17,2,26.73,10.0,30,0,12,18,0,0,8,9.21,0,0,0.0,Y
59060.03,3281.11,1619.25,321,222,99,13,44.4,29.79,119,40,19,66,20,20,23,36.47,10,15,2.0,Y
2155.2,119.73,220.42,51,35,16,0,22.54,9.52,30,0,9,19,0,0,7,9.78,0,2,0.0,N
8533.56,474.09,480.24,101,68,33,6,27.03,22.22,46,14,13,28,6,7,7,17.77,4,2,2.33,Y
10008.97,556.05,625.56,121,81,40,9,39.1,36.73,67,20,20,31,10,10,16,16.0,5,9,2.0,Y
31869.45,1770.53,1388.65,250,169,81,13,60.51,36.92,79,40,30,41,18,20,12,22.95,11,11,2.22,Y
33751.49,1875.08,1510.62,265,173,92,14,67.61,45.9,84,28,35,33,14,14,21,22.34,7,14,2.0,Y
3027.64,168.2,249.34,61,44,17,2,20.53,18.18,28,8,7,18,4,4,4,12.14,2,2,2.0,Y
33544.41,1863.58,753.04,152,103,49,6,16.9,36.0,66,16,11,32,8,8,14,44.55,4,12,2.0,Y
30142.12,1674.56,648.99,135,91,44,3,13.97,23.26,55,20,9,33,8,10,10,46.44,6,7,2.5,Y
358.77,19.93,89.69,27,19,8,0,22.42,0.0,10,0,5,6,0,0,2,4.0,0,0,0.0,N
61762.26,3431.24,1321.12,245,160,85,7,28.26,26.09,89,26,20,51,12,13,18,46.75,7,11,2.17,Y
36155.52,2008.64,1112.48,229,149,80,1,34.23,10.87,65,4,16,41,2,2,17,32.5,1,4,2.0,N
1442.7,80.15,161.42,38,25,13,2,18.06,20.0,15,10,8,8,2,5,3,8.94,4,0,5.0,Y
78609.33,4367.19,2131.6,358,214,144,10,57.8,24.05,99,26,41,60,12,13,18,36.88,7,9,2.17,Y
9053.79,502.99,426.06,86,51,35,5,20.05,34.21,58,16,14,25,8,8,18,21.25,4,8,2.0,Y
695.61,38.65,159.41,39,23,16,0,36.53,33.33,23,0,11,8,0,0,9,4.36,0,4,0.0,N
7382.54,410.14,484.48,93,53,40,8,31.79,42.42,50,12,21,19,6,6,15,15.24,3,6,2.0,Y
677.56,37.64,96.79,27,17,10,3,13.83,30.77,19,4,5,9,2,2,3,7.0,1,1,2.0,Y
6024.01,334.67,318.58,67,41,26,3,16.85,32.14,42,10,11,19,4,5,11,18.91,3,6,2.5,Y
976.92,54.27,111.01,30,19,11,0,12.62,0.0,19,4,5,13,2,2,3,8.8,1,0,2.0,N
82.35,4.57,30.88,11,7,4,1,11.58,25.0,10,0,3,3,0,0,3,2.67,0,0,0.0,Y
66.0,3.67,33.0,11,7,4,1,16.5,25.0,10,0,4,3,0,0,3,2.0,0,0,0.0,Y
82.35,4.57,30.88,11,7,4,1,11.58,25.0,9,0,3,3,0,0,2,2.67,0,0,0.0,Y
976.92,54.27,111.01,30,19,11,0,12.62,0.0,19,4,5,13,2,2,3,8.8,1,0,2.0,N
23605.34,1311.41,827.35,174,91,83,3,29.0,16.67,59,8,16,40,4,4,8,28.53,2,5,2.0,Y
139.52,7.75,69.76,21,15,6,0,34.88,0.0,11,0,6,8,0,0,1,2.0,0,0,0.0,N
16365.59,909.2,646.66,136,89,47,15,25.55,69.7,46,12,13,10,6,6,11,25.31,3,8,2.0,Y
639.44,35.52,88.81,24,15,9,0,12.33,0.0,11,4,5,7,2,2,2,7.2,1,0,2.0,N
936.12,52.01,141.84,41,30,11,0,21.49,0.0,13,0,5,6,0,0,5,6.6,0,0,0.0,N
639.44,35.52,88.81,24,15,9,0,12.33,0.0,12,4,5,7,2,2,3,7.2,1,0,2.0,N
639.44,35.52,88.81,24,15,9,0,12.33,0.0,12,4,5,7,2,2,3,7.2,1,0,2.0,N
639.44,35.52,88.81,24,15,9,0,12.33,0.0,10,4,5,7,2,2,1,7.2,1,0,2.0,N
104.61,5.81,34.87,11,8,3,0,11.62,0.0,11,4,3,6,2,2,3,3.0,1,0,2.0,N
779.42,43.3,148.46,38,26,12,0,28.28,0.0,18,0,8,9,0,0,5,5.25,0,0,0.0,N
66.0,3.67,33.0,11,7,4,0,16.5,0.0,10,0,4,4,0,0,4,2.0,0,0,0.0,N
5199.37,288.85,652.47,121,70,51,5,81.88,33.33,65,12,32,28,6,6,21,7.97,3,9,2.0,Y
6703.96,372.44,600.05,112,58,54,0,53.71,26.19,67,4,29,31,2,2,23,11.17,1,11,2.0,Y
78348.5,4352.69,2455.63,398,220,178,9,76.97,16.09,115,26,53,73,12,13,25,31.91,7,5,2.17,Y
129533.9,7196.33,1982.66,355,187,168,15,30.35,32.04,97,40,27,53,20,20,12,65.33,10,10,2.0,Y
117276.02,6515.33,3502.31,545,292,253,2,104.59,22.73,83,8,68,51,4,4,12,33.49,2,13,2.0,Y
179.38,9.97,59.79,18,12,6,0,19.93,33.33,18,0,5,6,0,0,7,3.0,0,3,0.0,N
1017.71,56.54,102.8,27,16,11,0,10.38,0.0,13,4,5,8,2,2,3,9.9,1,0,2.0,N
339.02,18.83,55.35,16,9,7,0,9.04,12.5,13,4,4,7,2,2,3,6.13,1,1,2.0,N
9030.08,501.67,463.08,101,62,39,3,23.75,38.24,47,4,12,21,2,2,11,19.5,1,10,2.0,Y
2454.36,136.35,220.89,52,32,20,0,19.88,33.33,26,0,9,10,0,0,9,11.11,0,5,0.0,N
914.21,50.79,101.58,26,17,9,0,11.29,0.0,10,0,5,6,0,0,2,9.0,0,0,0.0,N
76555.91,4253.11,1755.25,316,208,108,25,40.24,42.34,137,54,26,64,24,27,24,43.62,15,22,2.25,Y
872.01,48.44,116.27,35,25,10,1,15.5,33.33,10,0,4,4,0,0,2,7.5,0,1,0.0,Y
606.54,33.7,89.86,23,14,9,0,13.31,0.0,11,4,6,6,2,2,3,6.75,1,0,2.0,N
35752.82,1986.27,1213.43,215,140,75,18,41.18,36.23,84,26,28,44,12,13,13,29.46,7,7,2.17,Y
5537.66,307.65,346.1,83,43,40,0,21.63,19.05,34,0,10,17,0,0,11,16.0,0,4,0.0,N
57328.2,3184.9,1419.56,257,152,105,40,35.15,64.47,93,22,26,27,10,11,15,40.38,6,9,2.2,Y
8989.71,499.43,523.03,110,60,50,10,30.43,42.86,46,4,16,20,2,2,9,17.19,1,5,2.0,Y
8119.88,451.1,423.65,95,49,46,1,22.1,20.0,38,4,12,20,2,2,11,19.17,1,4,2.0,N
8119.88,451.1,423.65,95,49,46,0,22.1,16.0,38,4,12,21,2,2,11,19.17,1,4,2.0,N
5453.58,302.98,322.91,79,41,38,1,19.12,21.05,30,0,9,15,0,0,9,16.89,0,3,0.0,N
11718.04,651.0,698.54,141,80,61,25,41.64,62.26,67,12,20,20,6,6,12,16.78,3,8,2.0,Y
42651.03,2369.5,1086.32,207,110,97,9,27.67,30.91,74,14,21,38,6,7,17,39.26,4,8,2.33,Y
30059.84,1669.99,1013.92,201,138,63,3,34.2,27.08,59,20,17,35,10,10,9,29.65,5,10,2.0,Y
59840.57,3324.48,1945.28,328,192,136,38,63.24,49.5,128,40,42,51,20,20,22,30.76,10,12,2.0,Y
4795.88,266.44,435.99,85,52,33,4,39.64,43.75,54,8,21,18,4,4,20,11.0,2,10,2.0,Y
48552.55,2697.36,1108.26,203,123,80,4,25.3,24.07,72,24,21,41,10,12,16,43.81,7,9,2.4,Y
112076.69,6226.48,2591.37,420,247,173,45,59.92,49.22,164,54,48,65,26,27,32,43.25,14,18,2.08,N
5430.29,301.68,407.27,83,43,40,0,30.55,26.09,38,8,18,17,4,4,13,13.33,2,6,2.0,N
8249.42,458.3,499.96,104,60,44,3,30.3,29.03,43,8,16,22,4,4,10,16.5,2,6,2.0,Y
35176.89,1954.27,1234.28,221,126,95,1,43.31,21.28,58,8,30,37,4,4,9,28.5,2,9,2.0,Y
0.0,0.0,2.0,2,2,0,0,0.0,0.0,1,0,0,0,0,0,0,0.0,0,0,0.0,N
285.29,15.85,47.55,15,9,6,0,7.92,0.0,8,4,3,5,2,2,1,6.0,1,0,2.0,N
806.67,44.81,88.0,22,11,11,0,9.6,0.0,9,8,6,5,4,4,2,9.17,2,0,2.0,N
1027.99,57.11,95.18,25,13,12,0,8.81,54.55,17,4,5,5,2,2,4,10.8,1,6,2.0,N
39.3,2.18,19.65,7,4,3,0,9.83,0.0,5,0,3,2,0,0,1,2.0,0,0,0.0,N
609.18,33.84,121.84,32,22,10,0,24.37,46.15,26,0,7,7,0,0,11,5.0,0,6,0.0,N
29017.62,1612.09,793.64,156,91,65,11,21.71,28.26,57,22,16,33,6,11,9,36.56,8,2,3.67,Y
840.0,46.67,140.0,35,23,12,1,23.33,11.76,23,4,8,15,2,2,4,6.0,1,1,2.0,Y
972.0,54.0,180.0,45,27,18,3,33.33,53.33,29,0,10,7,0,0,12,5.4,0,5,0.0,Y
18190.55,1010.59,640.25,122,76,46,3,22.53,27.78,70,24,17,39,12,12,14,28.41,6,12,2.0,Y
46.53,2.58,23.26,9,7,2,0,11.63,33.33,13,0,2,4,0,0,5,2.0,0,2,0.0,N
90.0,5.0,45.0,15,11,4,1,22.5,50.0,20,0,4,5,0,0,8,2.0,0,4,0.0,Y
1869.09,103.84,169.92,40,24,16,0,15.45,15.38,19,4,8,11,2,2,4,11.0,1,2,2.0,N
3922.15,217.9,237.71,55,33,22,1,14.41,15.79,25,8,8,16,4,4,4,16.5,2,2,2.0,N
3280.34,182.24,233.38,54,31,23,3,16.6,33.33,23,4,9,10,2,2,6,14.06,1,2,2.0,Y
412.33,22.91,96.21,26,16,10,0,22.45,23.08,20,0,7,10,0,0,5,4.29,0,3,0.0,N
412.33,22.91,96.21,26,16,10,0,22.45,16.67,19,0,7,10,0,0,5,4.29,0,2,0.0,N
873.48,48.53,199.65,47,32,15,3,45.63,54.55,38,0,12,10,0,0,14,4.38,0,9,0.0,Y
3934.63,218.59,403.55,80,41,39,0,41.39,24.0,40,4,22,19,2,2,13,9.75,1,6,2.0,N
101649.86,5647.21,2541.25,448,288,160,3,63.53,35.37,111,12,34,53,6,6,27,40.0,3,26,2.0,N
746.67,41.48,112.0,28,20,8,1,16.8,20.0,16,0,6,8,0,0,4,6.67,0,1,0.0,N
48777.92,2709.88,2100.16,392,248,144,10,90.42,56.34,102,12,31,31,6,6,29,23.23,3,30,2.0,Y
252543.19,14030.18,2742.55,615,394,221,0,29.78,0.0,55,4,12,49,2,2,4,92.08,1,0,2.0,N
12409.79,689.43,1128.16,202,128,74,16,102.56,73.08,34,4,37,7,2,2,6,11.0,1,3,2.0,Y
41036.32,2279.8,1738.83,339,221,118,1,73.68,42.11,86,4,25,33,2,2,27,23.6,1,23,2.0,Y
13416.53,745.36,614.92,140,92,48,0,28.18,14.81,36,8,11,23,4,4,7,21.82,2,4,2.0,N
2314.44,128.58,280.54,59,35,24,4,34.0,30.0,27,4,16,14,2,2,5,8.25,1,2,2.0,N
30652.35,1702.91,798.24,179,115,64,0,20.79,0.0,30,8,10,22,4,4,6,38.4,2,0,2.0,N
49286.33,2738.13,1600.21,323,211,112,5,51.95,50.0,89,8,20,30,4,4,27,30.8,2,25,2.0,Y
10275.27,570.85,533.78,118,76,42,9,27.73,55.56,25,8,12,8,4,4,5,19.25,2,1,2.0,Y
752.84,41.82,107.55,30,20,10,0,15.36,40.0,18,0,5,6,0,0,5,7.0,0,4,0.0,N
5466.9,303.72,320.64,73,42,31,0,18.81,22.22,31,4,10,14,2,2,10,17.05,1,4,2.0,N
92777.91,5154.33,1267.77,273,158,115,2,17.32,25.58,60,8,11,32,4,4,8,73.18,2,9,2.0,Y
2250.27,125.01,217.13,48,29,19,1,20.95,14.29,21,4,11,12,2,2,4,10.36,1,1,2.0,N
950.74,52.82,158.46,38,26,12,2,26.41,18.75,23,8,9,13,4,4,5,6.0,2,1,2.0,N
4580.38,254.47,480.94,99,49,50,4,50.5,32.25,50,8,21,21,4,4,15,9.52,2,6,2.0,N
1801.85,100.1,285.29,60,30,30,0,45.17,19.05,33,4,19,17,2,2,10,6.32,1,4,2.0,N
7874.42,437.47,666.49,127,69,58,3,56.41,34.78,69,16,27,30,8,8,21,11.81,4,13,2.0,Y
2477.96,137.66,212.4,50,29,21,0,18.21,0.0,13,4,9,9,2,2,2,11.67,1,0,2.0,N
2559.26,142.18,202.05,46,27,19,0,15.95,0.0,15,4,9,10,2,2,3,12.67,1,0,2.0,N
560.0,31.11,120.0,30,18,12,0,25.71,45.45,20,0,9,6,0,0,7,4.67,0,5,0.0,N
4779.6,265.53,482.15,94,56,38,1,48.64,16.0,38,18,23,21,6,9,11,9.91,6,3,3.0,Y
4579.55,254.42,318.58,67,44,23,18,22.16,79.17,30,8,12,5,4,4,4,14.38,2,1,2.0,N
3589.5,199.42,220.89,52,37,15,5,13.59,58.33,18,8,6,5,4,4,4,16.25,2,2,2.0,N
23.22,1.29,11.61,5,4,1,0,5.8,0.0,5,0,1,2,0,0,1,2.0,0,0,0.0,N
1661.41,92.3,210.97,54,36,18,6,26.79,71.43,33,4,8,6,2,2,7,7.88,1,9,2.0,N
4111.99,228.44,271.87,64,42,22,6,17.97,75.0,51,8,8,9,4,4,11,15.13,2,21,2.0,N
502.57,27.92,83.76,22,13,9,3,13.96,60.0,9,0,6,2,0,0,2,6.0,0,0,0.0,N
663.06,36.84,105.49,27,16,11,4,16.78,66.67,10,0,7,2,0,0,2,6.29,0,0,0.0,N
31.02,1.72,15.51,6,4,2,1,7.75,50.0,5,0,2,1,0,0,1,2.0,0,0,0.0,N
2237.41,124.3,225.62,48,31,17,2,22.75,66.67,32,0,12,8,0,0,6,9.92,0,14,0.0,N
56916.12,3162.01,1298.09,230,135,95,0,29.61,0.0,40,0,26,36,0,0,3,43.85,0,0,0.0,N
9086.14,504.79,518.28,109,58,51,0,29.56,0.0,19,0,16,17,0,0,1,17.53,0,0,0.0,N
12630.47,701.69,498.57,98,58,40,0,19.68,0.0,21,0,15,19,0,0,1,25.33,0,0,0.0,N
23.22,1.29,11.61,5,4,1,0,5.8,0.0,1,0,1,0,0,0,0,2.0,0,0,0.0,N
23.22,1.29,11.61,5,4,1,0,5.8,0.0,1,0,1,0,0,0,0,2.0,0,0,0.0,N
9084.42,504.69,388.64,80,47,33,1,16.63,9.09,27,0,12,20,0,0,4,23.38,0,1,0.0,N
4061.3,225.63,188.02,46,28,18,0,8.7,0.0,12,0,5,10,0,0,1,21.6,0,0,0.0,N
27.14,1.51,18.09,7,4,3,1,12.06,33.33,18,0,3,2,0,0,10,1.5,0,0,0.0,N
27.14,1.51,18.09,7,4,3,1,12.06,33.33,18,0,3,2,0,0,10,1.5,0,0,0.0,N
12.0,0.67,8.0,4,3,1,1,5.33,50.0,5,0,1,1,0,0,0,1.5,0,0,0.0,N
12.0,0.67,8.0,4,3,1,1,5.33,50.0,5,0,1,1,0,0,0,1.5,0,0,0.0,N
1030.06,57.23,232.99,49,28,21,9,52.7,70.59,54,0,19,5,0,0,23,4.42,0,3,0.0,N
1030.06,57.23,232.99,49,28,21,9,52.7,70.59,54,0,19,5,0,0,23,4.42,0,3,0.0,N
1200.82,66.71,376.47,74,37,37,8,118.03,59.26,134,0,29,11,0,0,15,3.19,0,8,0.0,N
1200.82,66.71,376.47,74,37,37,8,118.03,59.26,134,0,29,11,0,0,15,3.19,0,8,0.0,N
3171.79,176.21,237.88,56,32,24,0,17.84,0.0,18,4,9,14,2,2,2,13.33,1,0,2.0,N
867.02,48.17,96.34,29,17,12,1,10.7,8.33,14,0,4,11,0,0,1,9.0,0,0,0.0,N
81.0,4.5,45.0,15,9,6,0,25.0,0.0,8,0,5,5,0,0,1,1.8,0,0,0.0,N
896.0,49.78,128.0,32,18,14,0,18.29,0.0,13,0,8,11,0,0,1,7.0,0,0,0.0,N
972.99,54.06,175.14,46,26,20,0,31.52,0.0,9,0,9,8,0,0,0,5.56,0,0,0.0,N
1482.91,82.38,203.9,48,28,20,0,28.04,0.0,12,0,11,10,0,0,1,7.27,0,0,0.0,N
5319.03,295.5,303.08,67,40,27,0,17.27,0.0,23,0,10,20,0,0,1,17.55,0,0,0.0,N
3563.68,197.98,274.13,72,46,26,3,21.09,15.0,28,0,7,17,0,0,7,13.0,0,0,0.0,N
435.89,24.22,62.27,18,10,8,0,8.9,0.0,9,0,4,7,0,0,1,7.0,0,0,0.0,N
10491.03,582.83,447.7,88,51,37,0,19.11,17.86,35,0,15,23,0,0,6,23.43,0,5,0.0,N
14780.96,821.16,791.84,152,103,49,3,42.42,29.41,65,0,21,36,0,0,12,18.67,0,12,0.0,N
1104.67,61.37,113.3,29,16,13,0,11.62,0.0,9,0,6,7,0,0,1,9.75,0,0,0.0,N
26810.35,1489.46,926.02,174,110,64,4,31.98,54.22,114,4,21,38,2,2,30,28.95,1,41,2.0,N
24540.17,1363.34,849.14,163,95,68,8,29.38,40.26,118,52,20,46,20,26,40,28.9,16,23,2.6,N
17036.72,946.48,824.36,168,106,62,5,39.89,46.67,89,16,18,32,8,8,28,20.67,4,23,2.0,N
3525.33,195.85,258.51,55,35,20,3,18.96,63.64,61,4,11,16,2,2,16,13.64,1,25,2.0,N
17758.95,986.61,702.96,133,85,48,4,27.83,32.68,89,14,19,35,6,7,29,25.26,4,13,2.33,N
2784.46,154.69,290.05,61,37,24,1,30.21,25.0,37,0,15,18,0,0,12,9.6,0,5,0.0,N
12280.56,682.25,531.37,130,78,52,2,22.99,44.12,45,4,9,19,2,2,10,23.11,1,13,2.0,N
12305.75,683.65,559.35,119,75,44,0,25.43,55.81,88,0,13,19,0,0,24,22.0,0,24,0.0,N
6951.19,386.18,466.15,95,56,39,3,31.26,61.54,55,8,17,15,4,4,15,14.91,2,21,2.0,N
11839.59,657.76,559.09,109,69,40,4,26.4,62.0,69,10,17,19,4,5,18,21.18,3,27,2.5,N
0.0,0.0,2.0,2,2,0,0,0.0,0.0,1,0,0,0,0,0,0,0.0,0,0,0.0,N
13912.18,772.9,647.08,120,77,43,8,30.1,49.06,77,8,21,27,4,4,22,21.5,2,18,2.0,N
9755.09,541.95,500.26,94,55,39,5,25.65,65.31,66,16,20,17,8,8,14,19.5,4,27,2.0,N
6558.06,364.34,397.46,81,48,33,4,24.09,63.89,51,6,15,13,2,3,14,16.5,2,19,3.0,N
0.0,0.0,2.0,2,2,0,0,0.0,0.0,1,0,0,0,0,0,0,0.0,0,0,0.0,N
15085.27,838.07,843.93,162,96,66,8,47.21,64.62,126,4,24,23,2,2,60,17.87,1,34,2.0,N
18111.12,1006.17,892.43,153,93,60,12,43.97,52.24,102,16,34,32,6,8,33,20.29,5,23,2.67,N
34007.12,1889.28,1133.57,213,123,90,9,37.79,46.15,111,40,24,42,20,20,30,30.0,10,27,2.0,N
8976.0,498.67,440.0,88,52,36,4,21.57,25.93,32,12,15,20,6,6,3,20.4,3,3,2.0,N
1929.74,107.21,203.13,47,28,19,1,21.38,50.0,42,12,10,14,6,6,13,9.5,3,13,2.0,N
21440.49,1191.14,905.43,169,95,74,1,38.24,24.71,97,38,25,64,16,19,11,23.68,11,20,2.38,N
63133.21,3507.4,1849.21,326,211,115,9,54.16,50.46,125,56,32,54,12,84,15,34.14,22,46,4.67,N
1962.54,109.03,178.41,42,26,16,6,16.21,88.89,69,8,8,6,4,4,13,11.0,2,42,2.0,N
2632.25,146.24,225.62,48,28,20,0,19.34,8.33,17,6,12,11,2,3,4,11.67,2,1,3.0,N
36.19,2.0,18.09,7,5,2,0,9.05,86.36,30,0,2,3,0,0,7,2.0,0,19,0.0,N
1750.38,97.24,155.59,36,21,15,0,13.83,0.0,10,4,8,6,2,2,3,11.25,1,0,2.0,N
134.92,7.5,44.97,13,8,5,0,14.99,0.0,5,0,5,2,0,0,2,3.0,0,0,0.0,N
207.22,11.51,59.21,16,10,6,0,16.92,0.0,5,0,6,2,0,0,2,3.5,0,0,0.0,N
139.48,7.75,34.87,11,7,4,0,8.72,14.29,80,0,3,6,0,0,2,4.0,0,1,0.0,N
35331.2,1962.84,1068.55,184,102,82,7,32.32,45.65,55,0,31,25,0,0,7,33.06,0,14,0.0,N
603.09,33.5,83.76,22,14,8,0,11.63,0.0,10,0,5,7,0,0,2,7.2,0,0,0.0,N
16663.77,925.76,860.96,155,80,75,0,44.48,0.0,35,28,31,33,14,14,1,19.35,7,0,2.0,N
3894.84,216.38,343.66,67,33,34,0,30.32,0.0,17,0,21,15,0,0,1,11.33,0,0,0.0,N
2213.52,122.97,157.17,37,24,13,0,11.16,0.0,11,0,6,8,0,0,2,14.08,0,0,0.0,N
66226.0,3679.22,1398.44,243,141,102,17,29.53,35.42,50,0,28,31,0,0,1,47.36,0,0,0.0,N
1642.56,91.25,151.62,34,19,15,1,14.0,9.09,13,0,9,10,0,0,1,10.83,0,0,0.0,N
14618.65,812.15,529.66,105,59,46,0,19.19,6.9,31,0,15,27,0,0,1,27.6,0,2,0.0,N
11216.64,623.15,403.21,83,49,34,0,14.49,7.69,16,0,11,12,0,0,2,27.82,0,1,0.0,N
173747.07,9652.62,2930.31,445,264,181,2,49.42,5.62,102,0,58,84,0,0,12,59.29,0,3,0.0,N
109570.84,6087.27,1685.71,289,172,117,0,25.93,7.84,55,0,27,47,0,0,3,65.0,0,4,0.0,N
13151.27,730.63,573.04,110,56,54,0,24.97,0.0,26,0,20,20,0,0,5,22.95,0,0,0.0,N
46.53,2.58,23.26,9,5,4,0,11.63,0.0,5,0,3,3,0,0,0,2.0,0,0,0.0,N
141975.76,7887.54,3310.82,542,299,243,1,77.21,2.17,98,0,51,90,0,0,5,42.88,0,1,0.0,N
172104.21,9561.34,2790.72,444,257,187,0,45.25,5.62,99,0,47,84,0,0,9,61.67,0,5,0.0,N
69340.63,3852.26,1776.48,287,154,133,0,45.51,11.11,49,0,46,40,0,0,3,39.03,0,5,0.0,N
95998.42,5333.25,2089.76,347,200,147,2,45.49,9.86,78,0,40,64,0,0,6,45.94,0,5,0.0,N
250956.7,13942.04,4525.03,706,407,299,2,81.59,4.14,156,0,62,139,0,0,10,55.46,0,4,0.0,N
38.77,2.15,15.51,6,5,1,0,6.2,0.0,1,0,1,0,0,0,0,2.5,0,0,0.0,N
0.0,0.0,2.0,2,2,0,0,0.0,0.0,1,0,0,0,0,0,0,0.0,0,0,0.0,N
0.0,0.0,2.0,2,2,0,0,0.0,0.0,1,0,0,0,0,0,0,0.0,0,0,0.0,N
158152.05,8786.22,2331.48,409,224,185,7,34.37,19.12,75,58,30,55,26,29,5,67.83,16,6,2.23,N
20623.58,1145.75,829.27,151,99,52,1,33.34,15.38,77,8,23,44,4,4,23,24.87,2,7,2.0,N
62131.34,3451.74,1536.55,267,158,109,6,38.0,11.76,93,60,31,75,24,30,6,40.44,18,4,2.5,N
2942.64,163.48,286.62,59,37,22,0,27.92,4.76,26,0,15,20,0,0,3,10.27,0,1,0.0,N
15752.04,875.11,835.34,142,87,55,6,44.3,30.36,81,22,35,39,8,11,23,18.86,7,11,2.75,N
1798.48,99.92,130.8,32,17,15,0,9.51,0.0,14,8,6,9,4,4,3,13.75,2,0,2.0,N
72605.36,4033.63,1129.42,222,132,90,4,17.57,35.09,73,20,14,37,10,10,14,64.29,5,16,2.0,N
165551.69,9197.32,2653.07,451,269,182,12,42.52,32.08,161,44,35,72,18,22,53,62.4,13,22,2.44,N
24032.81,1335.16,544.96,110,68,42,3,12.36,44.9,65,24,10,27,12,12,14,44.1,6,19,2.0,N
22050.0,1225.0,550.0,110,68,42,4,13.72,49.02,72,24,11,26,12,12,19,40.09,6,21,2.0,N
111805.63,6211.42,2457.27,416,247,169,18,54.01,35.67,184,68,39,101,26,34,24,45.5,21,38,2.62,N
22050.0,1225.0,550.0,110,68,42,5,13.72,48.98,70,24,11,25,12,12,19,40.09,6,19,2.0,N
18942.67,1052.37,786.16,144,100,44,1,32.63,15.38,75,0,21,44,0,0,21,24.1,0,7,0.0,N
3001.83,166.77,147.15,36,19,17,4,7.21,44.44,16,10,5,5,4,5,5,20.4,3,0,2.5,N
149562.2,8309.01,1931.46,344,207,137,7,24.94,38.89,121,62,23,55,24,35,29,77.43,19,28,2.58,N
194483.67,10804.65,2397.48,427,258,169,9,29.55,37.14,140,54,25,66,24,27,33,81.12,15,30,2.25,N
200997.63,11166.53,2537.85,452,287,165,25,32.04,42.07,205,118,25,95,50,59,39,79.2,34,44,2.36,N
4873.11,270.73,357.36,79,54,25,0,26.21,43.48,41,0,11,13,0,0,16,13.64,0,10,0.0,N
467.02,25.95,86.49,25,16,9,3,16.02,66.67,20,12,5,4,6,6,6,5.4,3,5,2.0,N
