LOC_CODE_AND_COMMENT,PERCENT_COMMENTS,LOC_COMMENTS,LOC_TOTAL,DECISION_COUNT,HALSTEAD_PROG_TIME,LOC_EXECUTABLE,NODE_COUNT,NUMBER_OF_LINES,LOC_BLANK,DECISION_DENSITY,NUM_UNIQUE_OPERANDS,NUM_OPERATORS,NORMALIZED_CYLOMATIC_COMPLEXITY,HALSTEAD_VOLUME,HALSTEAD_LENGTH,HALSTEAD_DIFFICULTY,PARAMETER_COUNT,HALSTEAD_CONTENT,CONDITION_COUNT,Defective
16,42.6,7,47,10,1084.8,31,21,65,9,2,24,90,0.1,808,148,24.2,1,33.4,20,Y
52,58.4,21,104,22,4734.7,52,47,151,24,2.4,32,218,0.1,1959.9,339,43.5,1,45.1,52,Y
22,67.8,18,41,14,3660.2,19,30,76,15,2.3,11,135,0.1,1015,203,64.9,1,15.6,32,Y
2,10,0,20,0,125.9,18,9,30,8,0,12,36,0.2,246.1,53,9.2,2,26.7,0,Y
13,29.8,15,79,20,3281.1,66,35,119,23,2,19,222,0.1,1619.3,321,36.5,0,44.4,40,Y
0,9.5,2,19,0,119.7,19,8,30,7,0,9,35,0.1,220.4,51,9.8,2,22.5,0,N
6,22.2,2,34,6,474.1,28,15,46,7,2.3,13,68,0.1,480.2,101,17.8,2,27,14,Y
9,36.7,9,40,10,556.1,31,25,67,16,2,20,81,0.1,625.6,121,16,0,39.1,20,Y
13,36.9,11,54,18,1770.5,41,37,79,12,2.2,30,169,0.2,1388.7,250,23,0,60.5,40,Y
14,45.9,14,47,14,1875.1,33,30,84,21,2,35,173,0.1,1510.6,265,22.3,0,67.6,28,Y
2,18.2,2,20,4,168.2,18,9,28,4,2,7,44,0.1,249.3,61,12.1,0,20.5,8,Y
6,36,12,38,8,1863.6,32,15,66,14,2,11,103,0.1,753,152,44.6,0,16.9,16,Y
3,23.3,7,36,8,1674.6,33,17,55,10,2.5,9,91,0.1,649,135,46.4,0,14,20,Y
0,0,0,6,0,19.9,6,2,10,2,0,5,19,0.1,89.7,27,4,0,22.4,0,N
7,26.1,11,58,12,3431.2,51,27,89,18,2.2,20,160,0.1,1321.1,245,46.8,0,28.3,26,Y
1,10.9,4,42,2,2008.6,41,5,65,17,2,16,149,0,1112.5,229,32.5,0,34.2,4,N
2,20,0,10,2,80.2,8,8,15,3,5,8,25,0.3,161.4,38,8.9,0,18.1,10,Y
10,24.1,9,70,12,4367.2,60,37,99,18,2.2,41,214,0.1,2131.6,358,36.9,0,57.8,26,Y
5,34.2,8,30,8,503,25,16,58,18,2,14,51,0.1,426.1,86,21.3,0,20.1,16,Y
0,33.3,4,8,0,38.7,8,6,23,9,0,11,23,0,159.4,39,4.4,0,36.5,0,N
8,42.4,6,27,6,410.1,19,16,50,15,2,21,53,0.1,484.5,93,15.2,0,31.8,12,Y
3,30.8,1,12,2,37.6,9,6,19,3,2,5,17,0.1,96.8,27,7,0,13.8,4,Y
3,32.1,6,22,4,334.7,19,10,42,11,2.5,11,41,0.1,318.6,67,18.9,0,16.9,10,Y
0,0,0,13,2,54.3,13,6,19,3,2,5,19,0.1,111,30,8.8,0,12.6,4,N
1,25,0,4,0,4.6,3,2,10,3,0,3,7,0.1,30.9,11,2.7,0,11.6,0,Y
1,25,0,4,0,3.7,3,2,10,3,0,4,7,0.1,33,11,2,0,16.5,0,Y
1,25,0,4,0,4.6,3,2,9,2,0,3,7,0.1,30.9,11,2.7,0,11.6,0,Y
0,0,0,13,2,54.3,13,6,19,3,2,5,19,0.1,111,30,8.8,0,12.6,4,N
3,16.7,5,43,4,1311.4,40,13,59,8,2,16,91,0.1,827.4,174,28.5,0,29,8,Y
0,0,0,8,0,7.8,8,8,11,1,0,6,15,0.1,69.8,21,2,0,34.9,0,N
15,69.7,8,25,6,909.2,10,14,46,11,2,13,89,0.1,646.7,136,25.3,0,25.6,12,Y
0,0,0,7,2,35.5,7,6,11,2,2,5,15,0.2,88.8,24,7.2,0,12.3,4,N
0,0,0,6,0,52,6,2,13,5,0,5,30,0.1,141.8,41,6.6,0,21.5,0,N
0,0,0,7,2,35.5,7,6,12,3,2,5,15,0.2,88.8,24,7.2,0,12.3,4,N
0,0,0,7,2,35.5,7,6,12,3,2,5,15,0.2,88.8,24,7.2,0,12.3,4,N
0,0,0,7,2,35.5,7,6,10,1,2,5,15,0.2,88.8,24,7.2,0,12.3,4,N
0,0,0,6,2,5.8,6,5,11,3,2,3,8,0.2,34.9,11,3,0,11.6,4,N
0,0,0,9,0,43.3,9,4,18,5,0,8,26,0.1,148.5,38,5.3,3,28.3,0,N
0,0,0,4,0,3.7,4,4,10,4,0,4,7,0.1,33,11,2,1,16.5,0,N
5,33.3,9,33,6,288.9,28,24,65,21,2,32,70,0.1,652.5,121,8,0,81.9,12,Y
0,26.2,11,31,2,372.4,31,15,67,23,2,29,58,0,600.1,112,11.2,1,53.7,4,Y
9,16.1,5,82,12,4352.7,73,41,115,25,2.2,53,220,0.1,2455.6,398,31.9,2,77,26,Y
15,32,10,68,20,7196.3,53,50,97,12,2,27,187,0.1,1982.7,355,65.3,5,30.4,40,Y
2,22.7,13,53,4,6515.3,51,12,83,12,2,68,292,0,3502.3,545,33.5,4,104.6,8,Y
0,33.3,3,6,0,10,6,5,18,7,0,5,12,0.1,59.8,18,3,0,19.9,0,N
0,0,0,8,2,56.5,8,6,13,3,2,5,16,0.2,102.8,27,9.9,0,10.4,4,N
0,12.5,1,7,2,18.8,7,7,13,3,2,4,9,0.2,55.4,16,6.1,0,9,4,N
3,38.2,10,24,2,501.7,21,8,47,11,2,12,62,0,463.1,101,19.5,1,23.8,4,Y
0,33.3,5,10,0,136.4,10,5,26,9,0,9,32,0,220.9,52,11.1,1,19.9,0,N
0,0,0,6,0,50.8,6,2,10,2,0,5,17,0.1,101.6,26,9,1,11.3,0,N
25,42.3,22,89,24,4253.1,64,48,137,24,2.3,26,208,0.1,1755.3,316,43.6,0,40.2,54,Y
1,33.3,1,5,0,48.4,4,2,10,2,0,4,25,0.1,116.3,35,7.5,0,15.5,0,Y
0,0,0,6,2,33.7,6,6,11,3,2,6,14,0.2,89.9,23,6.8,0,13.3,4,N
18,36.2,7,62,12,1986.3,44,35,84,13,2.2,28,140,0.1,1213.4,215,29.5,0,41.2,26,Y
0,19.1,4,17,0,307.7,17,3,34,11,0,10,43,0,346.1,83,16,0,21.6,0,N
40,64.5,9,67,10,3184.9,27,25,93,15,2.2,26,152,0.1,1419.6,257,40.4,0,35.2,22,Y
10,42.9,5,30,2,499.4,20,9,46,9,2,16,60,0,523,110,17.2,0,30.4,4,Y
1,20,4,21,2,451.1,20,7,38,11,2,12,49,0.1,423.7,95,19.2,0,22.1,4,N
0,16,4,21,2,451.1,21,7,38,11,2,12,49,0.1,423.7,95,19.2,0,22.1,4,N
1,21.1,3,16,0,303,15,3,30,9,0,9,41,0,322.9,79,16.9,0,19.1,0,N
25,62.3,8,45,6,651,20,16,67,12,2,20,80,0.1,698.5,141,16.8,0,41.6,12,Y
9,30.9,8,47,6,2369.5,38,18,74,17,2.3,21,110,0.1,1086.3,207,39.3,0,27.7,14,Y
3,27.1,10,38,10,1670,35,20,59,9,2,17,138,0.1,1013.9,201,29.7,1,34.2,20,Y
38,49.5,12,89,20,3324.5,51,46,128,22,2,42,192,0.1,1945.3,328,30.8,4,63.2,40,Y
4,43.8,10,22,4,266.4,18,19,54,20,2,21,52,0.1,436,85,11,0,39.6,8,Y
4,24.1,9,45,10,2697.4,41,29,72,16,2.4,21,123,0.1,1108.3,203,43.8,1,25.3,24,Y
45,49.2,18,110,26,6226.5,65,57,164,32,2.1,48,247,0.1,2591.4,420,43.3,3,59.9,54,N
0,26.1,6,17,4,301.7,17,15,38,13,2,18,43,0.1,407.3,83,13.3,0,30.6,8,N
3,29,6,25,4,458.3,22,16,43,10,2,16,60,0.1,500,104,16.5,0,30.3,8,Y
1,21.3,9,38,4,1954.3,37,22,58,9,2,30,126,0.1,1234.3,221,28.5,0,43.3,8,Y
0,0,0,0,0,0,0,2,1,0,0,0,2,1,2,2,0,0,0,0,N
0,0,0,5,2,15.9,5,6,8,1,2,3,9,0.3,47.6,15,6,1,7.9,4,N
0,0,0,5,4,44.8,5,9,9,2,2,6,11,0.3,88,22,9.2,0,9.6,8,N
0,54.6,6,5,2,57.1,5,6,17,4,2,5,13,0.1,95.2,25,10.8,0,8.8,4,N
0,0,0,2,0,2.2,2,2,5,1,0,3,4,0.2,19.7,7,2,1,9.8,0,N
0,46.2,6,7,0,33.8,7,6,26,11,0,7,22,0,121.8,32,5,0,24.4,0,N
11,28.3,2,44,6,1612.1,33,22,57,9,3.7,16,91,0.2,793.6,156,36.6,0,21.7,22,Y
1,11.8,1,16,2,46.7,15,6,23,4,2,8,23,0.1,140,35,6,0,23.3,4,Y
3,53.3,5,10,0,54,7,9,29,12,0,10,27,0,180,45,5.4,0,33.3,0,Y
3,27.8,12,42,12,1010.6,39,23,70,14,2,17,76,0.1,640.3,122,28.4,1,22.5,24,Y
0,33.3,2,4,0,2.6,4,4,13,5,0,2,7,0.1,23.3,9,2,0,11.6,0,N
1,50,4,6,0,5,5,6,20,8,0,4,11,0.1,45,15,2,0,22.5,0,Y
0,15.4,2,11,2,103.8,11,8,19,4,2,8,24,0.1,169.9,40,11,0,15.5,4,N
1,15.8,2,17,4,217.9,16,12,25,4,2,8,33,0.1,237.7,55,16.5,0,14.4,8,N
3,33.3,2,13,2,182.2,10,9,23,6,2,9,31,0.1,233.4,54,14.1,0,16.6,4,Y
0,23.1,3,10,0,22.9,10,4,20,5,0,7,16,0.1,96.2,26,4.3,0,22.5,0,N
0,16.7,2,10,0,22.9,10,4,19,5,0,7,16,0.1,96.2,26,4.3,0,22.5,0,N
3,54.6,9,13,0,48.5,10,11,38,14,0,12,32,0,199.7,47,4.4,0,45.6,0,Y
0,24,6,19,2,218.6,19,13,40,13,2,22,41,0.1,403.6,80,9.8,0,41.4,4,N
3,35.4,26,56,6,5647.2,53,47,111,27,2,34,288,0,2541.3,448,40,0,63.5,12,N
1,20,1,9,0,41.5,8,3,16,4,0,6,20,0.1,112,28,6.7,0,16.8,0,N
10,56.3,30,41,6,2709.9,31,40,102,29,2,31,248,0,2100.2,392,23.2,0,90.4,12,Y
0,0,0,49,2,14030.2,49,49,55,4,2,12,394,0,2742.6,615,92.1,0,29.8,4,N
16,73.1,3,23,2,689.4,7,7,34,6,2,37,128,0.1,1128.2,202,11,0,102.6,4,Y
1,42.1,23,34,2,2279.8,33,32,86,27,2,25,221,0,1738.8,339,23.6,0,73.7,4,Y
0,14.8,4,23,4,745.4,23,12,36,7,2,11,92,0.1,614.9,140,21.8,0,28.2,8,N
4,30,2,18,2,128.6,14,11,27,5,2,16,35,0.1,280.5,59,8.3,0,34,4,N
0,0,0,22,4,1702.9,22,20,30,6,2,10,115,0.1,798.2,179,38.4,0,20.8,8,N
5,50,25,35,4,2738.1,30,30,89,27,2,20,211,0,1600.2,323,30.8,0,52,8,Y
9,55.6,1,17,4,570.9,8,11,25,5,2,12,76,0.1,533.8,118,19.3,0,27.7,8,Y
0,40,4,6,0,41.8,6,2,18,5,0,5,20,0.1,107.6,30,7,2,15.4,0,N
0,22.2,4,14,2,303.7,14,7,31,10,2,10,42,0.1,320.6,73,17.1,2,18.8,4,N
2,25.6,9,34,4,5154.3,32,10,60,8,2,11,158,0.1,1267.8,273,73.2,5,17.3,8,Y
1,14.3,1,13,2,125,12,7,21,4,2,11,29,0.1,217.1,48,10.4,2,21,4,N
2,18.8,1,15,4,52.8,13,10,23,5,2,9,26,0.1,158.5,38,6,0,26.4,8,N
4,32.3,6,25,4,254.5,21,16,50,15,2,21,49,0.1,480.9,99,9.5,3,50.5,8,N
0,19.1,4,17,2,100.1,17,10,33,10,2,19,30,0.1,285.3,60,6.3,1,45.2,4,N
3,34.8,13,33,8,437.5,30,25,69,21,2,27,69,0.1,666.5,127,11.8,0,56.4,16,Y
0,0,0,9,2,137.7,9,6,13,2,2,9,29,0.2,212.4,50,11.7,0,18.2,4,N
0,0,0,10,2,142.2,10,6,15,3,2,9,27,0.1,202.1,46,12.7,0,16,4,N
0,45.5,5,6,0,31.1,6,4,20,7,0,9,18,0.1,120,30,4.7,0,25.7,0,N
1,16,3,22,6,265.5,21,18,38,11,3,23,56,0.2,482.2,94,9.9,0,48.6,18,Y
18,79.2,1,23,4,254.4,5,11,30,4,2,12,44,0.1,318.6,67,14.4,1,22.2,8,N
5,58.3,2,10,4,199.4,5,10,18,4,2,6,37,0.2,220.9,52,16.3,1,13.6,8,N
0,0,0,2,0,1.3,2,2,5,1,0,1,4,0.2,11.6,5,2,1,5.8,0,N
6,71.4,9,12,2,92.3,6,6,33,7,2,8,36,0.1,211,54,7.9,4,26.8,4,N
6,75,21,15,4,228.4,9,9,51,11,2,8,42,0.1,271.9,64,15.1,3,18,8,N
3,60,0,5,0,27.9,2,4,9,2,0,6,13,0.1,83.8,22,6,1,14,0,N
4,66.7,0,6,0,36.8,2,4,10,2,0,7,16,0.1,105.5,27,6.3,1,16.8,0,N
1,50,0,2,0,1.7,1,2,5,1,0,2,4,0.2,15.5,6,2,1,7.8,0,N
2,66.7,14,10,0,124.3,8,4,32,6,0,12,31,0,225.6,48,9.9,1,22.8,0,N
0,0,0,36,0,3162,36,51,40,3,0,26,135,0.5,1298.1,230,43.9,3,29.6,0,N
0,0,0,17,0,504.8,17,19,19,1,0,16,58,0.4,518.3,109,17.5,3,29.6,0,N
0,0,0,19,0,701.7,19,22,21,1,0,15,58,0.4,498.6,98,25.3,3,19.7,0,N
0,0,0,0,0,1.3,0,2,1,0,0,1,4,1,11.6,5,2,0,5.8,0,N
0,0,0,0,0,1.3,0,2,1,0,0,1,4,1,11.6,5,2,0,5.8,0,N
1,9.1,1,21,0,504.7,20,26,27,4,0,12,47,0.3,388.6,80,23.4,1,16.6,0,N
0,0,0,10,0,225.6,10,14,12,1,0,5,28,0.3,188,46,21.6,3,8.7,0,N
1,33.3,0,3,0,1.5,2,5,18,10,0,3,4,0.1,18.1,7,1.5,1,12.1,0,N
1,33.3,0,3,0,1.5,2,5,18,10,0,3,4,0.1,18.1,7,1.5,1,12.1,0,N
1,50,0,2,0,0.7,1,3,5,0,0,1,3,0.2,8,4,1.5,0,5.3,0,N
1,50,0,2,0,0.7,1,3,5,0,0,1,3,0.2,8,4,1.5,0,5.3,0,N
9,70.6,3,14,0,57.2,5,10,54,23,0,19,28,0,233,49,4.4,1,52.7,0,N
9,70.6,3,14,0,57.2,5,10,54,23,0,19,28,0,233,49,4.4,1,52.7,0,N
8,59.3,8,19,0,66.7,11,12,134,15,0,29,37,0,376.5,74,3.2,2,118,0,N
8,59.3,8,19,0,66.7,11,12,134,15,0,29,37,0,376.5,74,3.2,2,118,0,N
0,0,0,14,2,176.2,14,8,18,2,2,9,32,0.1,237.9,56,13.3,0,17.8,4,N
1,8.3,0,12,0,48.2,11,6,14,1,0,4,17,0.1,96.3,29,9,1,10.7,0,N
0,0,0,5,0,4.5,5,6,8,1,0,5,9,0.1,45,15,1.8,0,25,0,N
0,0,0,11,0,49.8,11,8,13,1,0,8,18,0.2,128,32,7,1,18.3,0,N
0,0,0,8,0,54.1,8,7,9,0,0,9,26,0.1,175.1,46,5.6,1,31.5,0,N
0,0,0,10,0,82.4,10,7,12,1,0,11,28,0.2,203.9,48,7.3,1,28,0,N
0,0,0,20,0,295.5,20,23,23,1,0,10,40,0.3,303.1,67,17.6,0,17.3,0,N
3,15,0,20,0,198,17,10,28,7,0,7,46,0.1,274.1,72,13,2,21.1,0,N
0,0,0,7,0,24.2,7,6,9,1,0,4,10,0.2,62.3,18,7,2,8.9,0,N
0,17.9,5,23,0,582.8,23,16,35,6,0,15,51,0.1,447.7,88,23.4,2,19.1,0,N
3,29.4,12,39,0,821.2,36,24,65,12,0,21,103,0.1,791.8,152,18.7,0,42.4,0,N
0,0,0,7,0,61.4,7,9,9,1,0,6,16,0.3,113.3,29,9.8,1,11.6,0,N
4,54.2,41,42,2,1489.5,38,19,114,30,2,21,110,0.1,926,174,29,2,32,4,N
8,40.3,23,54,20,1363.3,46,34,118,40,2.6,20,95,0.1,849.1,163,28.9,2,29.4,52,N
5,46.7,23,37,8,946.5,32,20,89,28,2,18,106,0.1,824.4,168,20.7,2,39.9,16,N
3,63.6,25,19,2,195.9,16,7,61,16,2,11,35,0,258.5,55,13.6,2,19,4,N
4,32.7,13,39,6,986.6,35,24,89,29,2.3,19,85,0.1,703,133,25.3,2,27.8,14,N
1,25,5,19,0,154.7,18,11,37,12,0,15,37,0.1,290.1,61,9.6,2,30.2,0,N
2,44.1,13,21,2,682.3,19,8,45,10,2,9,78,0,531.4,130,23.1,0,23,4,N
0,55.8,24,19,0,683.7,19,3,88,24,0,13,75,0,559.4,119,22,0,25.4,0,N
3,61.5,21,18,4,386.2,15,12,55,15,2,17,56,0.1,466.2,95,14.9,3,31.3,8,N
4,62,27,23,4,657.8,19,10,69,18,2.5,17,69,0.1,559.1,109,21.2,2,26.4,10,N
0,0,0,0,0,0,0,2,1,0,0,0,2,1,2,2,0,0,0,0,N
8,49.1,18,35,4,772.9,27,19,77,22,2,21,77,0.1,647.1,120,21.5,3,30.1,8,N
5,65.3,27,22,8,542,17,16,66,14,2,20,55,0.1,500.3,94,19.5,3,25.7,16,N
4,63.9,19,17,2,364.3,13,11,51,14,3,15,48,0.1,397.5,81,16.5,3,24.1,6,N
0,0,0,0,0,0,0,2,1,0,0,0,2,1,2,2,0,0,0,0,N
8,64.6,34,31,2,838.1,23,14,126,60,2,24,96,0,843.9,162,17.9,0,47.2,4,N
12,52.2,23,44,6,1006.2,32,25,102,33,2.7,34,93,0.1,892.4,153,20.3,0,44,16,N
9,46.2,27,51,20,1889.3,42,40,111,30,2,24,123,0.1,1133.6,213,30,3,37.8,40,N
4,25.9,3,24,6,498.7,20,11,32,3,2,15,52,0.1,440,88,20.4,1,21.6,12,N
1,50,13,15,6,107.2,14,12,42,13,2,10,28,0.1,203.1,47,9.5,2,21.4,12,N
1,24.7,20,65,16,1191.1,64,31,97,11,2.4,25,95,0.1,905.4,169,23.7,2,38.2,38,N
9,50.5,46,63,12,3507.4,54,41,125,15,4.7,32,211,0.2,1849.2,326,34.1,2,54.2,56,N
6,88.9,42,12,4,109,6,8,69,13,2,8,26,0,178.4,42,11,2,16.2,8,N
0,8.3,1,11,2,146.2,11,8,17,4,3,12,28,0.2,225.6,48,11.7,3,19.3,6,N
0,86.4,19,3,0,2,3,3,30,7,0,2,5,0,18.1,7,2,2,9.1,0,N
0,0,0,6,2,97.2,6,6,10,3,2,8,21,0.2,155.6,36,11.3,2,13.8,4,N
0,0,0,2,0,7.5,2,3,5,2,0,5,8,0.2,45,13,3,2,15,0,N
0,0,0,2,0,11.5,2,3,5,2,0,6,10,0.2,59.2,16,3.5,2,16.9,0,N
0,14.3,1,6,0,7.8,6,4,80,2,0,3,7,0,34.9,11,4,1,8.7,0,N
7,45.7,14,32,0,1962.8,25,50,55,7,0,31,102,0.3,1068.6,184,33.1,0,32.3,0,N
0,0,0,7,0,33.5,7,5,10,2,0,5,14,0.2,83.8,22,7.2,0,11.6,0,N
0,0,0,33,14,925.8,33,36,35,1,2,31,80,0.3,861,155,19.4,0,44.5,28,N
0,0,0,15,0,216.4,15,18,17,1,0,21,33,0.3,343.7,67,11.3,0,30.3,0,N
0,0,0,8,0,123,8,8,11,2,0,6,24,0.3,157.2,37,14.1,1,11.2,0,N
17,35.4,0,48,0,3679.2,31,32,50,1,0,28,141,0.2,1398.4,243,47.4,3,29.5,0,N
1,9.1,0,11,0,91.3,10,9,13,1,0,9,19,0.2,151.6,34,10.8,2,14,0,N
0,6.9,2,27,0,812.2,27,22,31,1,0,15,59,0.2,529.7,105,27.6,2,19.2,0,N
0,7.7,1,12,0,623.2,12,24,16,2,0,11,49,0.4,403.2,83,27.8,2,14.5,0,N
2,5.6,3,86,0,9652.6,84,89,102,12,0,58,264,0.3,2930.3,445,59.3,2,49.4,0,N
0,7.8,4,47,0,6087.3,47,54,55,3,0,27,172,0.4,1685.7,289,65,2,25.9,0,N
0,0,0,20,0,730.6,20,31,26,5,0,20,56,0.4,573,110,23,2,25,0,N
0,0,0,3,0,2.6,3,4,5,0,0,3,5,0.2,23.3,9,2,0,11.6,0,N
1,2.2,1,91,0,7887.5,90,121,98,5,0,51,299,0.4,3310.8,542,42.9,2,77.2,0,N
0,5.6,5,84,0,9561.3,84,101,99,9,0,47,257,0.3,2790.7,444,61.7,2,45.3,0,N
0,11.1,5,40,0,3852.3,40,54,49,3,0,46,154,0.2,1776.5,287,39,2,45.5,0,N
2,9.9,5,66,0,5333.3,64,87,78,6,0,40,200,0.3,2089.8,347,45.9,2,45.5,0,N
2,4.1,4,141,0,13942,139,112,156,10,0,62,407,0.2,4525,706,55.5,2,81.6,0,N
0,0,0,0,0,2.2,0,2,1,0,0,1,5,1,15.5,6,2.5,0,6.2,0,N
0,0,0,0,0,0,0,2,1,0,0,0,2,1,2,2,0,0,0,0,N
0,0,0,0,0,0,0,2,1,0,0,0,2,1,2,2,0,0,0,0,N
7,19.1,6,62,26,8786.2,55,54,75,5,2.2,30,224,0.2,2331.5,409,67.8,1,34.4,58,N
1,15.4,7,45,4,1145.8,44,18,77,23,2,23,99,0.1,829.3,151,24.9,1,33.3,8,N
6,11.8,4,81,24,3451.7,75,46,93,6,2.5,31,158,0.2,1536.6,267,40.4,1,38,60,N
0,4.8,1,20,0,163.5,20,8,26,3,0,15,37,0.1,286.6,59,10.3,1,27.9,0,N
6,30.4,11,45,8,875.1,39,27,81,23,2.8,35,87,0.1,835.3,142,18.9,0,44.3,22,N
0,0,0,9,4,99.9,9,9,14,3,2,6,17,0.2,130.8,32,13.8,3,9.5,8,N
4,35.1,16,41,10,4033.6,37,24,73,14,2,14,132,0.1,1129.4,222,64.3,0,17.6,20,N
12,32.1,22,84,18,9197.3,72,43,161,53,2.4,35,269,0.1,2653.1,451,62.4,0,42.5,44,N
3,44.9,19,30,12,1335.2,27,24,65,14,2,10,68,0.1,545,110,44.1,0,12.4,24,N
4,49,21,30,12,1225,26,24,72,19,2,11,68,0.1,550,110,40.1,0,13.7,24,N
18,35.7,38,119,26,6211.4,101,53,184,24,2.6,39,247,0.1,2457.3,416,45.5,4,54,68,N
5,49,19,30,12,1225,25,24,70,19,2,11,68,0.1,550,110,40.1,0,13.7,24,N
1,15.4,7,45,0,1052.4,44,14,75,21,0,21,100,0.1,786.2,144,24.1,1,32.6,0,N
4,44.4,0,9,4,166.8,5,9,16,5,2.5,5,19,0.3,147.2,36,20.4,2,7.2,10,N
7,38.9,28,62,24,8309,55,49,121,29,2.6,23,207,0.2,1931.5,344,77.4,0,24.9,62,N
9,37.1,30,75,24,10804.7,66,51,140,33,2.3,25,258,0.1,2397.5,427,81.1,0,29.6,54,N
25,42.1,44,120,50,11166.5,95,90,205,39,2.4,25,287,0.2,2537.9,452,79.2,0,32,118,N
0,43.5,10,13,0,270.7,13,3,41,16,0,11,54,0,357.4,79,13.6,0,26.2,0,N
3,66.7,5,7,6,26,4,11,20,6,2,5,16,0.2,86.5,25,5.4,0,16,12,N
16,14.1,11,180,36,19101.4,164,82,241,48,2.6,49,396,0.2,4100.6,645,83.9,2,48.9,92,N
2,35.9,26,52,2,1769.4,50,13,128,48,3,46,159,0,1595.9,267,20,0,80,6,N
1,64.3,8,6,2,82.4,5,6,24,8,4,6,21,0.1,134.9,33,11,0,12.3,8,N
1,66.7,7,5,2,41.7,4,5,23,9,3,5,16,0.1,93.8,24,8,0,11.7,6,N
4,31.4,7,28,8,913,24,23,56,10,4.3,13,82,0.3,622.9,131,26.4,0,23.6,34,N
0,0,0,21,0,678.4,21,20,23,1,0,19,62,0.2,568.7,110,21.5,2,26.5,0,N
0,0,0,12,0,238,12,10,14,1,0,15,33,0.2,306.1,63,14,2,21.9,0,N
0,0,0,8,0,76.1,8,7,10,1,0,10,16,0.2,142.7,32,9.6,2,14.9,0,N
2,5.1,0,39,0,866.5,37,27,42,2,0,27,76,0.2,738.8,133,21.1,1,35,0,N
0,7.1,3,39,0,1300.6,39,36,48,5,0,26,87,0.2,916.7,170,25.5,3,35.9,0,N
0,0,0,35,14,670.7,35,45,40,3,2.1,34,80,0.3,837.7,150,14.4,0,58.1,30,N
0,0,0,43,0,1185.2,43,40,45,1,0,38,100,0.3,1029.5,175,20.7,1,49.7,0,N
0,0,0,6,4,65.6,6,10,14,2,2,6,26,0.2,143.1,35,8.3,0,17.3,8,N
0,0,0,28,24,1493.8,28,51,46,12,2,12,122,0,827.4,174,32.5,0,25.5,48,N
0,0,0,8,6,115.6,8,14,17,3,2,6,35,0.2,192,48,10.8,0,17.7,12,N
4,36.4,0,11,2,94.3,7,6,18,1,2,11,28,0.1,207.5,48,8.2,5,25.4,4,N
0,0,0,10,0,1057.3,10,2,14,0,0,6,82,0.1,563.9,163,33.8,3,16.7,0,N
0,0,0,4,2,27.7,4,6,10,1,2,6,10,0.2,77.7,21,6.4,4,12.1,4,N
0,0,0,5,0,78.5,5,6,9,0,0,8,23,0.1,171.3,45,8.3,3,20.8,0,N
0,0,0,0,0,0,0,2,38,0,0,0,0,0,0,0,0,2,0,0,N
19,40.7,5,54,6,15839.1,35,18,80,17,2,17,243,0.1,2319.6,442,122.9,2,18.9,12,N
0,0,0,8,0,293.3,8,2,13,1,0,8,43,0.1,327.4,86,16.1,3,20.3,0,N
19,40.7,5,54,6,15468,35,18,81,18,2,16,234,0.1,2238.6,433,124.4,2,18,12,N
2,28.6,0,7,2,56,5,6,11,0,2,7,14,0.2,112,28,9,3,12.4,4,N
0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,1,0,0,0,0,N
2,33.3,3,12,4,262.4,10,10,22,3,2.5,13,37,0.2,314.9,67,15,5,21,10,N
6,21.4,3,39,6,5444.4,33,23,52,6,3,19,186,0.1,1783.5,360,55,5,32.5,18,N
7,24.4,3,38,6,4353,31,23,50,5,3.3,18,154,0.2,1460,292,53.7,4,27.2,20,N
0,15.1,11,62,0,5118.2,62,82,82,8,0,48,185,0.3,2061.6,328,44.7,2,46.1,0,N
0,0,0,12,0,153.7,12,18,14,1,0,12,28,0.3,232.2,50,11.9,2,19.5,0,N
0,0,0,17,4,119.9,17,8,21,0,2,8,28,0.1,191.8,46,11.3,3,17.1,8,Y
0,0,0,7,2,73,7,7,12,2,2,7,15,0.2,122.6,30,10.7,2,11.4,4,N
0,0,0,5,2,8.6,5,6,8,0,2,2,7,0.3,30.9,11,5,2,6.2,4,N
6,13.3,0,45,18,2128,39,38,55,2,2.2,23,110,0.2,1091,205,35.1,7,31.1,40,N
0,4.8,1,20,0,9502.9,20,2,27,1,0,8,244,0,1861.8,489,91.9,3,20.3,0,N
0,9.1,1,10,4,85.6,10,11,17,1,2,10,20,0.2,175.1,42,8.8,3,19.9,8,N
0,9.1,1,10,4,85.6,10,11,17,1,2,10,20,0.2,175.1,42,8.8,3,19.9,8,N
0,5.6,1,17,12,465.3,17,26,25,2,2,12,45,0.3,440.8,102,19,3,23.2,24,N
0,11.1,1,8,0,649.8,8,2,15,1,0,8,64,0.1,487.3,128,24,3,20.3,0,N
12,35.3,0,34,10,858,22,23,42,4,2,14,57,0.1,529.9,108,29.1,3,18.2,20,Y
2,28.6,0,7,2,56,5,6,11,0,2,7,14,0.2,112,28,9,3,12.4,4,N
0,0,0,5,2,47.1,5,6,9,0,2,5,13,0.2,93.2,26,9.1,2,10.2,4,N
0,0,0,2,0,10.4,2,3,4,0,0,4,9,0.3,46.6,13,4,2,11.7,0,N
0,8.7,2,21,0,1909.7,21,2,28,2,0,12,116,0,963.8,223,35.7,2,27,0,N
