LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,Defective
3,5,2,0,0,8,3,0.23,4,2.0,3,1.0,10,1,0,13,0,22.48,8.33,1560.8,N
11,19,2,0,0,24,11,0.22,10,2.4,6,0.55,35,8,0,49,0,37.25,32.25,38746.22,N
3,7,5,0,4,4,5,0.14,2,2.0,5,1.0,20,1,0,37,1,52.8,13.84,10117.34,N
2,3,1,0,0,4,2,0.25,2,2.0,2,1.0,7,1,0,8,1,10.38,12.07,1512.98,N
34,27,4,1,25,52,14,0.13,26,2.0,8,0.57,71,14,1,110,1,59.32,36.56,79271.67,N
3,5,0,0,2,8,3,0.25,4,2.0,1,0.33,10,1,0,12,2,27.78,4.67,605.07,N
3,5,0,0,2,8,3,0.25,4,2.0,1,0.33,10,1,0,12,2,27.78,4.67,605.07,N
5,7,0,0,7,10,4,0.29,4,2.5,1,0.25,12,3,0,14,1,20.31,10.77,2355.5,N
3,3,2,0,9,4,2,0.22,2,2.0,2,1.0,8,1,0,9,3,13.59,10.67,1546.1,N
2,3,1,0,2,4,2,0.4,2,2.0,2,1.0,7,1,0,5,1,10.24,4.9,245.93,N
3,8,3,0,3,4,6,0.29,2,2.0,2,0.33,20,1,0,21,0,28.09,21.86,13420.45,N
10,13,14,0,5,20,7,0.13,10,2.0,7,1.0,53,1,0,52,2,138.63,8.18,9298.52,N
4,6,6,0,2,4,4,0.15,2,2.0,4,1.0,17,1,0,27,0,35.47,12.24,5313.4,N
7,11,4,0,8,20,6,0.16,10,2.0,5,0.83,28,4,0,37,1,40.77,26.33,28263.16,N
1,11,2,0,0,20,6,0.38,10,2.0,6,1.0,21,1,0,16,2,40.18,6.59,1743.9,N
0,21,0,0,1,22,11,0.79,2,11.0,1,0.09,24,11,1,14,1,44.3,8.75,3391.89,N
3,3,0,0,3,4,2,0.25,2,2.0,1,0.5,6,1,0,8,1,14.09,9.29,1214.56,N
3,3,0,0,4,4,2,0.22,2,2.0,1,0.5,6,1,0,9,3,13.02,7.5,732.54,N
3,3,4,0,1,4,2,0.18,2,2.0,2,1.0,11,1,0,11,3,30.55,7.09,1536.14,N
